site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
402040,DS_Dur_WS,CSCI,Threshold75,0.92,40.90909091,59.09090909
402040,Q99,ASCI,Threshold25,0.75,100,0
402040,Q99,ASCI,Threshold25,0.86,100,0
402040,Q99,ASCI,Threshold25,0.94,100,0
402040,Q99,ASCI,Threshold50,0.75,100,0
402040,Q99,ASCI,Threshold50,0.86,100,0
402040,Q99,ASCI,Threshold50,0.94,100,0
402040,Q99,ASCI,Threshold75,0.75,100,0
402040,Q99,ASCI,Threshold75,0.86,100,0
402040,Q99,ASCI,Threshold75,0.94,88,12
402040,Q99,CSCI,Threshold25,0.63,100,0
402040,Q99,CSCI,Threshold25,0.79,100,0
402040,Q99,CSCI,Threshold25,0.92,96,4
402040,Q99,CSCI,Threshold50,0.63,100,0
402040,Q99,CSCI,Threshold50,0.79,100,0
402040,Q99,CSCI,Threshold50,0.92,88,12
402040,Q99,CSCI,Threshold75,0.63,100,0
402040,Q99,CSCI,Threshold75,0.79,100,0
402040,Q99,CSCI,Threshold75,0.92,60,40
402040,SP_Dur,ASCI,Threshold25,0.75,60,40
402040,SP_Dur,ASCI,Threshold25,0.86,52,48
402040,SP_Dur,ASCI,Threshold25,0.94,52,48
402040,SP_Dur,ASCI,Threshold50,0.75,52,48
402040,SP_Dur,ASCI,Threshold50,0.86,44,56
402040,SP_Dur,ASCI,Threshold50,0.94,44,56
402040,SP_Dur,ASCI,Threshold75,0.75,40,60
402040,SP_Dur,ASCI,Threshold75,0.86,36,64
402040,SP_Dur,ASCI,Threshold75,0.94,36,64
402040,SP_Tim,CSCI,Threshold25,0.63,52,48
402040,SP_Tim,CSCI,Threshold25,0.79,48,52
402040,SP_Tim,CSCI,Threshold25,0.92,48,52
402040,SP_Tim,CSCI,Threshold50,0.63,52,48
402040,SP_Tim,CSCI,Threshold50,0.79,48,52
402040,SP_Tim,CSCI,Threshold50,0.92,44,56
402040,SP_Tim,CSCI,Threshold75,0.63,48,52
402040,SP_Tim,CSCI,Threshold75,0.79,44,56
402040,SP_Tim,CSCI,Threshold75,0.92,44,56
402041,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
402041,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
402041,DS_Dur_WS,ASCI,Threshold25,0.94,76.19047619,23.80952381
402041,DS_Dur_WS,ASCI,Threshold50,0.75,85.71428571,14.28571429
402041,DS_Dur_WS,ASCI,Threshold50,0.86,80.95238095,19.04761905
402041,DS_Dur_WS,ASCI,Threshold50,0.94,76.19047619,23.80952381
402041,DS_Dur_WS,ASCI,Threshold75,0.75,76.19047619,23.80952381
402041,DS_Dur_WS,ASCI,Threshold75,0.86,76.19047619,23.80952381
402041,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
402041,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402041,DS_Dur_WS,CSCI,Threshold25,0.79,80.95238095,19.04761905
402041,DS_Dur_WS,CSCI,Threshold25,0.92,71.42857143,28.57142857
402041,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
402041,DS_Dur_WS,CSCI,Threshold50,0.79,76.19047619,23.80952381
402041,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
402041,DS_Dur_WS,CSCI,Threshold75,0.63,85.71428571,14.28571429
402041,DS_Dur_WS,CSCI,Threshold75,0.79,76.19047619,23.80952381
402041,DS_Dur_WS,CSCI,Threshold75,0.92,57.14285714,42.85714286
402041,Q99,ASCI,Threshold25,0.75,92,8
402041,Q99,ASCI,Threshold25,0.86,88,12
402041,Q99,ASCI,Threshold25,0.94,88,12
402041,Q99,ASCI,Threshold50,0.75,88,12
402041,Q99,ASCI,Threshold50,0.86,88,12
402041,Q99,ASCI,Threshold50,0.94,88,12
402041,Q99,ASCI,Threshold75,0.75,88,12
402041,Q99,ASCI,Threshold75,0.86,88,12
402041,Q99,ASCI,Threshold75,0.94,84,16
402041,Q99,CSCI,Threshold25,0.63,92,8
402041,Q99,CSCI,Threshold25,0.79,92,8
402041,Q99,CSCI,Threshold25,0.92,88,12
402041,Q99,CSCI,Threshold50,0.63,88,12
402041,Q99,CSCI,Threshold50,0.79,88,12
402041,Q99,CSCI,Threshold50,0.92,88,12
402041,Q99,CSCI,Threshold75,0.63,88,12
402041,Q99,CSCI,Threshold75,0.79,88,12
402041,Q99,CSCI,Threshold75,0.92,76,24
402041,SP_Dur,ASCI,Threshold25,0.75,100,0
402041,SP_Dur,ASCI,Threshold25,0.86,94.11764706,5.882352941
402041,SP_Dur,ASCI,Threshold25,0.94,94.11764706,5.882352941
402041,SP_Dur,ASCI,Threshold50,0.75,94.11764706,5.882352941
402041,SP_Dur,ASCI,Threshold50,0.86,94.11764706,5.882352941
402041,SP_Dur,ASCI,Threshold50,0.94,94.11764706,5.882352941
402041,SP_Dur,ASCI,Threshold75,0.75,88.23529412,11.76470588
402041,SP_Dur,ASCI,Threshold75,0.86,82.35294118,17.64705882
402041,SP_Dur,ASCI,Threshold75,0.94,76.47058824,23.52941176
402041,SP_Tim,CSCI,Threshold25,0.63,80,20
402041,SP_Tim,CSCI,Threshold25,0.79,72,28
402041,SP_Tim,CSCI,Threshold25,0.92,68,32
402041,SP_Tim,CSCI,Threshold50,0.63,72,28
402041,SP_Tim,CSCI,Threshold50,0.79,68,32
402041,SP_Tim,CSCI,Threshold50,0.92,64,36
402041,SP_Tim,CSCI,Threshold75,0.63,72,28
402041,SP_Tim,CSCI,Threshold75,0.79,64,36
402041,SP_Tim,CSCI,Threshold75,0.92,64,36
402050,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
402050,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
402050,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
402050,DS_Dur_WS,ASCI,Threshold50,0.75,85.71428571,14.28571429
402050,DS_Dur_WS,ASCI,Threshold50,0.86,85.71428571,14.28571429
402050,DS_Dur_WS,ASCI,Threshold50,0.94,57.14285714,42.85714286
402050,DS_Dur_WS,ASCI,Threshold75,0.75,57.14285714,42.85714286
402050,DS_Dur_WS,ASCI,Threshold75,0.86,42.85714286,57.14285714
402050,DS_Dur_WS,ASCI,Threshold75,0.94,28.57142857,71.42857143
402050,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402050,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
402050,DS_Dur_WS,CSCI,Threshold25,0.92,71.42857143,28.57142857
402050,DS_Dur_WS,CSCI,Threshold50,0.63,85.71428571,14.28571429
402050,DS_Dur_WS,CSCI,Threshold50,0.79,71.42857143,28.57142857
402050,DS_Dur_WS,CSCI,Threshold50,0.92,42.85714286,57.14285714
402050,DS_Dur_WS,CSCI,Threshold75,0.63,57.14285714,42.85714286
402050,DS_Dur_WS,CSCI,Threshold75,0.79,14.28571429,85.71428571
402050,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
402050,Q99,ASCI,Threshold25,0.75,100,0
402050,Q99,ASCI,Threshold25,0.86,100,0
402050,Q99,ASCI,Threshold25,0.94,80,20
402050,Q99,ASCI,Threshold50,0.75,100,0
402050,Q99,ASCI,Threshold50,0.86,100,0
402050,Q99,ASCI,Threshold50,0.94,60,40
402050,Q99,ASCI,Threshold75,0.75,100,0
402050,Q99,ASCI,Threshold75,0.86,100,0
402050,Q99,ASCI,Threshold75,0.94,20,80
402050,Q99,CSCI,Threshold25,0.63,100,0
402050,Q99,CSCI,Threshold25,0.79,100,0
402050,Q99,CSCI,Threshold25,0.92,36,64
402050,Q99,CSCI,Threshold50,0.63,100,0
402050,Q99,CSCI,Threshold50,0.79,100,0
402050,Q99,CSCI,Threshold50,0.92,16,84
402050,Q99,CSCI,Threshold75,0.63,100,0
402050,Q99,CSCI,Threshold75,0.79,100,0
402050,Q99,CSCI,Threshold75,0.92,8,92
402050,SP_Dur,ASCI,Threshold25,0.75,69.23076923,30.76923077
402050,SP_Dur,ASCI,Threshold25,0.86,69.23076923,30.76923077
402050,SP_Dur,ASCI,Threshold25,0.94,61.53846154,38.46153846
402050,SP_Dur,ASCI,Threshold50,0.75,61.53846154,38.46153846
402050,SP_Dur,ASCI,Threshold50,0.86,46.15384615,53.84615385
402050,SP_Dur,ASCI,Threshold50,0.94,38.46153846,61.53846154
402050,SP_Dur,ASCI,Threshold75,0.75,30.76923077,69.23076923
402050,SP_Dur,ASCI,Threshold75,0.86,30.76923077,69.23076923
402050,SP_Dur,ASCI,Threshold75,0.94,15.38461538,84.61538462
402050,SP_Tim,CSCI,Threshold25,0.63,84.61538462,15.38461538
402050,SP_Tim,CSCI,Threshold25,0.79,61.53846154,38.46153846
402050,SP_Tim,CSCI,Threshold25,0.92,53.84615385,46.15384615
402050,SP_Tim,CSCI,Threshold50,0.63,61.53846154,38.46153846
402050,SP_Tim,CSCI,Threshold50,0.79,53.84615385,46.15384615
402050,SP_Tim,CSCI,Threshold50,0.92,53.84615385,46.15384615
402050,SP_Tim,CSCI,Threshold75,0.63,53.84615385,46.15384615
402050,SP_Tim,CSCI,Threshold75,0.79,53.84615385,46.15384615
402050,SP_Tim,CSCI,Threshold75,0.92,53.84615385,46.15384615
402051,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
402051,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
402051,DS_Dur_WS,ASCI,Threshold25,0.94,71.42857143,28.57142857
402051,DS_Dur_WS,ASCI,Threshold50,0.75,71.42857143,28.57142857
402051,DS_Dur_WS,ASCI,Threshold50,0.86,71.42857143,28.57142857
402051,DS_Dur_WS,ASCI,Threshold50,0.94,42.85714286,57.14285714
402051,DS_Dur_WS,ASCI,Threshold75,0.75,42.85714286,57.14285714
402051,DS_Dur_WS,ASCI,Threshold75,0.86,28.57142857,71.42857143
402051,DS_Dur_WS,ASCI,Threshold75,0.94,28.57142857,71.42857143
402051,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402051,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
402051,DS_Dur_WS,CSCI,Threshold25,0.92,42.85714286,57.14285714
402051,DS_Dur_WS,CSCI,Threshold50,0.63,71.42857143,28.57142857
402051,DS_Dur_WS,CSCI,Threshold50,0.79,42.85714286,57.14285714
402051,DS_Dur_WS,CSCI,Threshold50,0.92,42.85714286,57.14285714
402051,DS_Dur_WS,CSCI,Threshold75,0.63,57.14285714,42.85714286
402051,DS_Dur_WS,CSCI,Threshold75,0.79,14.28571429,85.71428571
402051,DS_Dur_WS,CSCI,Threshold75,0.92,14.28571429,85.71428571
402051,Q99,ASCI,Threshold25,0.75,100,0
402051,Q99,ASCI,Threshold25,0.86,100,0
402051,Q99,ASCI,Threshold25,0.94,80,20
402051,Q99,ASCI,Threshold50,0.75,100,0
402051,Q99,ASCI,Threshold50,0.86,100,0
402051,Q99,ASCI,Threshold50,0.94,60,40
402051,Q99,ASCI,Threshold75,0.75,100,0
402051,Q99,ASCI,Threshold75,0.86,100,0
402051,Q99,ASCI,Threshold75,0.94,20,80
402051,Q99,CSCI,Threshold25,0.63,100,0
402051,Q99,CSCI,Threshold25,0.79,100,0
402051,Q99,CSCI,Threshold25,0.92,36,64
402051,Q99,CSCI,Threshold50,0.63,100,0
402051,Q99,CSCI,Threshold50,0.79,100,0
402051,Q99,CSCI,Threshold50,0.92,16,84
402051,Q99,CSCI,Threshold75,0.63,100,0
402051,Q99,CSCI,Threshold75,0.79,100,0
402051,Q99,CSCI,Threshold75,0.92,8,92
402051,SP_Dur,ASCI,Threshold25,0.75,75,25
402051,SP_Dur,ASCI,Threshold25,0.86,75,25
402051,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
402051,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
402051,SP_Dur,ASCI,Threshold50,0.86,58.33333333,41.66666667
402051,SP_Dur,ASCI,Threshold50,0.94,41.66666667,58.33333333
402051,SP_Dur,ASCI,Threshold75,0.75,41.66666667,58.33333333
402051,SP_Dur,ASCI,Threshold75,0.86,33.33333333,66.66666667
402051,SP_Dur,ASCI,Threshold75,0.94,33.33333333,66.66666667
402051,SP_Tim,CSCI,Threshold25,0.63,91.66666667,8.333333333
402051,SP_Tim,CSCI,Threshold25,0.79,66.66666667,33.33333333
402051,SP_Tim,CSCI,Threshold25,0.92,58.33333333,41.66666667
402051,SP_Tim,CSCI,Threshold50,0.63,66.66666667,33.33333333
402051,SP_Tim,CSCI,Threshold50,0.79,58.33333333,41.66666667
402051,SP_Tim,CSCI,Threshold50,0.92,58.33333333,41.66666667
402051,SP_Tim,CSCI,Threshold75,0.63,58.33333333,41.66666667
402051,SP_Tim,CSCI,Threshold75,0.79,58.33333333,41.66666667
402051,SP_Tim,CSCI,Threshold75,0.92,58.33333333,41.66666667
402060,DS_Dur_WS,ASCI,Threshold25,0.75,85.71428571,14.28571429
402060,DS_Dur_WS,ASCI,Threshold25,0.86,85.71428571,14.28571429
402060,DS_Dur_WS,ASCI,Threshold25,0.94,57.14285714,42.85714286
402060,DS_Dur_WS,ASCI,Threshold50,0.75,71.42857143,28.57142857
402060,DS_Dur_WS,ASCI,Threshold50,0.86,57.14285714,42.85714286
402060,DS_Dur_WS,ASCI,Threshold50,0.94,57.14285714,42.85714286
402060,DS_Dur_WS,ASCI,Threshold75,0.75,28.57142857,71.42857143
402060,DS_Dur_WS,ASCI,Threshold75,0.86,28.57142857,71.42857143
402060,DS_Dur_WS,ASCI,Threshold75,0.94,28.57142857,71.42857143
402060,DS_Dur_WS,CSCI,Threshold25,0.63,85.71428571,14.28571429
402060,DS_Dur_WS,CSCI,Threshold25,0.79,57.14285714,42.85714286
402060,DS_Dur_WS,CSCI,Threshold25,0.92,57.14285714,42.85714286
402060,DS_Dur_WS,CSCI,Threshold50,0.63,85.71428571,14.28571429
402060,DS_Dur_WS,CSCI,Threshold50,0.79,42.85714286,57.14285714
402060,DS_Dur_WS,CSCI,Threshold50,0.92,42.85714286,57.14285714
402060,DS_Dur_WS,CSCI,Threshold75,0.63,57.14285714,42.85714286
402060,DS_Dur_WS,CSCI,Threshold75,0.79,14.28571429,85.71428571
402060,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
402060,Q99,ASCI,Threshold25,0.75,100,0
402060,Q99,ASCI,Threshold25,0.86,100,0
402060,Q99,ASCI,Threshold25,0.94,100,0
402060,Q99,ASCI,Threshold50,0.75,100,0
402060,Q99,ASCI,Threshold50,0.86,100,0
402060,Q99,ASCI,Threshold50,0.94,84,16
402060,Q99,ASCI,Threshold75,0.75,100,0
402060,Q99,ASCI,Threshold75,0.86,100,0
402060,Q99,ASCI,Threshold75,0.94,60,40
402060,Q99,CSCI,Threshold25,0.63,100,0
402060,Q99,CSCI,Threshold25,0.79,100,0
402060,Q99,CSCI,Threshold25,0.92,68,32
402060,Q99,CSCI,Threshold50,0.63,100,0
402060,Q99,CSCI,Threshold50,0.79,100,0
402060,Q99,CSCI,Threshold50,0.92,36,64
402060,Q99,CSCI,Threshold75,0.63,100,0
402060,Q99,CSCI,Threshold75,0.79,100,0
402060,Q99,CSCI,Threshold75,0.92,16,84
402060,SP_Dur,ASCI,Threshold25,0.75,72.72727273,27.27272727
402060,SP_Dur,ASCI,Threshold25,0.86,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold25,0.94,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold50,0.75,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold50,0.86,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold50,0.94,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold75,0.75,54.54545455,45.45454545
402060,SP_Dur,ASCI,Threshold75,0.86,36.36363636,63.63636364
402060,SP_Dur,ASCI,Threshold75,0.94,27.27272727,72.72727273
402060,SP_Tim,CSCI,Threshold25,0.63,100,0
402060,SP_Tim,CSCI,Threshold25,0.79,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold25,0.92,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold50,0.63,81.81818182,18.18181818
402060,SP_Tim,CSCI,Threshold50,0.79,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold50,0.92,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold75,0.63,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold75,0.79,72.72727273,27.27272727
402060,SP_Tim,CSCI,Threshold75,0.92,72.72727273,27.27272727
403010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
403010,DS_Dur_WS,ASCI,Threshold25,0.86,66.66666667,33.33333333
403010,DS_Dur_WS,ASCI,Threshold25,0.94,66.66666667,33.33333333
403010,DS_Dur_WS,ASCI,Threshold50,0.75,66.66666667,33.33333333
403010,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
403010,DS_Dur_WS,ASCI,Threshold50,0.94,0,100
403010,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
403010,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
403010,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
403010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
403010,DS_Dur_WS,CSCI,Threshold25,0.79,66.66666667,33.33333333
403010,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
403010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
403010,DS_Dur_WS,CSCI,Threshold50,0.79,33.33333333,66.66666667
403010,DS_Dur_WS,CSCI,Threshold50,0.92,0,100
403010,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
403010,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
403010,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
403010,Q99,ASCI,Threshold25,0.75,100,0
403010,Q99,ASCI,Threshold25,0.86,100,0
403010,Q99,ASCI,Threshold25,0.94,100,0
403010,Q99,ASCI,Threshold50,0.75,100,0
403010,Q99,ASCI,Threshold50,0.86,100,0
403010,Q99,ASCI,Threshold50,0.94,100,0
403010,Q99,ASCI,Threshold75,0.75,100,0
403010,Q99,ASCI,Threshold75,0.86,100,0
403010,Q99,ASCI,Threshold75,0.94,92,8
403010,Q99,CSCI,Threshold25,0.63,100,0
403010,Q99,CSCI,Threshold25,0.79,100,0
403010,Q99,CSCI,Threshold25,0.92,96,4
403010,Q99,CSCI,Threshold50,0.63,100,0
403010,Q99,CSCI,Threshold50,0.79,100,0
403010,Q99,CSCI,Threshold50,0.92,80,20
403010,Q99,CSCI,Threshold75,0.63,100,0
403010,Q99,CSCI,Threshold75,0.79,100,0
403010,Q99,CSCI,Threshold75,0.92,56,44
403010,SP_Dur,ASCI,Threshold25,0.75,62.5,37.5
403010,SP_Dur,ASCI,Threshold25,0.86,62.5,37.5
403010,SP_Dur,ASCI,Threshold25,0.94,62.5,37.5
403010,SP_Dur,ASCI,Threshold50,0.75,62.5,37.5
403010,SP_Dur,ASCI,Threshold50,0.86,62.5,37.5
403010,SP_Dur,ASCI,Threshold50,0.94,62.5,37.5
403010,SP_Dur,ASCI,Threshold75,0.75,62.5,37.5
403010,SP_Dur,ASCI,Threshold75,0.86,50,50
403010,SP_Dur,ASCI,Threshold75,0.94,37.5,62.5
403010,SP_Tim,CSCI,Threshold25,0.63,100,0
403010,SP_Tim,CSCI,Threshold25,0.79,100,0
403010,SP_Tim,CSCI,Threshold25,0.92,100,0
403010,SP_Tim,CSCI,Threshold50,0.63,100,0
403010,SP_Tim,CSCI,Threshold50,0.79,100,0
403010,SP_Tim,CSCI,Threshold50,0.92,100,0
403010,SP_Tim,CSCI,Threshold75,0.63,100,0
403010,SP_Tim,CSCI,Threshold75,0.79,100,0
403010,SP_Tim,CSCI,Threshold75,0.92,100,0
403011,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
403011,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
403011,DS_Dur_WS,ASCI,Threshold25,0.94,70,30
403011,DS_Dur_WS,ASCI,Threshold50,0.75,80,20
403011,DS_Dur_WS,ASCI,Threshold50,0.86,80,20
403011,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
403011,DS_Dur_WS,ASCI,Threshold75,0.75,60,40
403011,DS_Dur_WS,ASCI,Threshold75,0.86,40,60
403011,DS_Dur_WS,ASCI,Threshold75,0.94,20,80
403011,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
403011,DS_Dur_WS,CSCI,Threshold25,0.79,90,10
403011,DS_Dur_WS,CSCI,Threshold25,0.92,30,70
403011,DS_Dur_WS,CSCI,Threshold50,0.63,90,10
403011,DS_Dur_WS,CSCI,Threshold50,0.79,60,40
403011,DS_Dur_WS,CSCI,Threshold50,0.92,20,80
403011,DS_Dur_WS,CSCI,Threshold75,0.63,70,30
403011,DS_Dur_WS,CSCI,Threshold75,0.79,40,60
403011,DS_Dur_WS,CSCI,Threshold75,0.92,20,80
403011,Q99,ASCI,Threshold25,0.75,100,0
403011,Q99,ASCI,Threshold25,0.86,100,0
403011,Q99,ASCI,Threshold25,0.94,80,20
403011,Q99,ASCI,Threshold50,0.75,100,0
403011,Q99,ASCI,Threshold50,0.86,100,0
403011,Q99,ASCI,Threshold50,0.94,64,36
403011,Q99,ASCI,Threshold75,0.75,100,0
403011,Q99,ASCI,Threshold75,0.86,100,0
403011,Q99,ASCI,Threshold75,0.94,32,68
403011,Q99,CSCI,Threshold25,0.63,100,0
403011,Q99,CSCI,Threshold25,0.79,100,0
403011,Q99,CSCI,Threshold25,0.92,44,56
403011,Q99,CSCI,Threshold50,0.63,100,0
403011,Q99,CSCI,Threshold50,0.79,100,0
403011,Q99,CSCI,Threshold50,0.92,12,88
403011,Q99,CSCI,Threshold75,0.63,100,0
403011,Q99,CSCI,Threshold75,0.79,96,4
403011,Q99,CSCI,Threshold75,0.92,8,92
403011,SP_Dur,ASCI,Threshold25,0.75,78.26086957,21.73913043
403011,SP_Dur,ASCI,Threshold25,0.86,60.86956522,39.13043478
403011,SP_Dur,ASCI,Threshold25,0.94,52.17391304,47.82608696
403011,SP_Dur,ASCI,Threshold50,0.75,47.82608696,52.17391304
403011,SP_Dur,ASCI,Threshold50,0.86,43.47826087,56.52173913
403011,SP_Dur,ASCI,Threshold50,0.94,39.13043478,60.86956522
403011,SP_Dur,ASCI,Threshold75,0.75,34.7826087,65.2173913
403011,SP_Dur,ASCI,Threshold75,0.86,26.08695652,73.91304348
403011,SP_Dur,ASCI,Threshold75,0.94,21.73913043,78.26086957
403011,SP_Tim,CSCI,Threshold25,0.63,73.91304348,26.08695652
403011,SP_Tim,CSCI,Threshold25,0.79,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold25,0.92,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold50,0.63,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold50,0.79,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold50,0.92,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold75,0.63,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold75,0.79,60.86956522,39.13043478
403011,SP_Tim,CSCI,Threshold75,0.92,56.52173913,43.47826087
403020,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
403020,DS_Dur_WS,ASCI,Threshold25,0.86,95.23809524,4.761904762
403020,DS_Dur_WS,ASCI,Threshold25,0.94,85.71428571,14.28571429
403020,DS_Dur_WS,ASCI,Threshold50,0.75,80.95238095,19.04761905
403020,DS_Dur_WS,ASCI,Threshold50,0.86,80.95238095,19.04761905
403020,DS_Dur_WS,ASCI,Threshold50,0.94,80.95238095,19.04761905
403020,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
403020,DS_Dur_WS,ASCI,Threshold75,0.86,61.9047619,38.0952381
403020,DS_Dur_WS,ASCI,Threshold75,0.94,42.85714286,57.14285714
403020,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
403020,DS_Dur_WS,CSCI,Threshold25,0.79,80.95238095,19.04761905
403020,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
403020,DS_Dur_WS,CSCI,Threshold50,0.63,80.95238095,19.04761905
403020,DS_Dur_WS,CSCI,Threshold50,0.79,76.19047619,23.80952381
403020,DS_Dur_WS,CSCI,Threshold50,0.92,52.38095238,47.61904762
403020,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
403020,DS_Dur_WS,CSCI,Threshold75,0.79,57.14285714,42.85714286
403020,DS_Dur_WS,CSCI,Threshold75,0.92,38.0952381,61.9047619
403020,Q99,ASCI,Threshold25,0.75,100,0
403020,Q99,ASCI,Threshold25,0.86,100,0
403020,Q99,ASCI,Threshold25,0.94,48,52
403020,Q99,ASCI,Threshold50,0.75,100,0
403020,Q99,ASCI,Threshold50,0.86,100,0
403020,Q99,ASCI,Threshold50,0.94,16,84
403020,Q99,ASCI,Threshold75,0.75,100,0
403020,Q99,ASCI,Threshold75,0.86,96,4
403020,Q99,ASCI,Threshold75,0.94,8,92
403020,Q99,CSCI,Threshold25,0.63,100,0
403020,Q99,CSCI,Threshold25,0.79,100,0
403020,Q99,CSCI,Threshold25,0.92,12,88
403020,Q99,CSCI,Threshold50,0.63,100,0
403020,Q99,CSCI,Threshold50,0.79,100,0
403020,Q99,CSCI,Threshold50,0.92,4,96
403020,Q99,CSCI,Threshold75,0.63,100,0
403020,Q99,CSCI,Threshold75,0.79,76,24
403020,Q99,CSCI,Threshold75,0.92,0,100
403020,SP_Dur,ASCI,Threshold25,0.75,76,24
403020,SP_Dur,ASCI,Threshold25,0.86,72,28
403020,SP_Dur,ASCI,Threshold25,0.94,68,32
403020,SP_Dur,ASCI,Threshold50,0.75,68,32
403020,SP_Dur,ASCI,Threshold50,0.86,64,36
403020,SP_Dur,ASCI,Threshold50,0.94,56,44
403020,SP_Dur,ASCI,Threshold75,0.75,52,48
403020,SP_Dur,ASCI,Threshold75,0.86,52,48
403020,SP_Dur,ASCI,Threshold75,0.94,48,52
403020,SP_Tim,CSCI,Threshold25,0.63,92,8
403020,SP_Tim,CSCI,Threshold25,0.79,84,16
403020,SP_Tim,CSCI,Threshold25,0.92,84,16
403020,SP_Tim,CSCI,Threshold50,0.63,84,16
403020,SP_Tim,CSCI,Threshold50,0.79,84,16
403020,SP_Tim,CSCI,Threshold50,0.92,72,28
403020,SP_Tim,CSCI,Threshold75,0.63,84,16
403020,SP_Tim,CSCI,Threshold75,0.79,72,28
403020,SP_Tim,CSCI,Threshold75,0.92,72,28
403030,DS_Dur_WS,ASCI,Threshold25,0.75,95.65217391,4.347826087
403030,DS_Dur_WS,ASCI,Threshold25,0.86,95.65217391,4.347826087
403030,DS_Dur_WS,ASCI,Threshold25,0.94,86.95652174,13.04347826
403030,DS_Dur_WS,ASCI,Threshold50,0.75,86.95652174,13.04347826
403030,DS_Dur_WS,ASCI,Threshold50,0.86,78.26086957,21.73913043
403030,DS_Dur_WS,ASCI,Threshold50,0.94,60.86956522,39.13043478
403030,DS_Dur_WS,ASCI,Threshold75,0.75,52.17391304,47.82608696
403030,DS_Dur_WS,ASCI,Threshold75,0.86,52.17391304,47.82608696
403030,DS_Dur_WS,ASCI,Threshold75,0.94,47.82608696,52.17391304
403030,DS_Dur_WS,CSCI,Threshold25,0.63,95.65217391,4.347826087
403030,DS_Dur_WS,CSCI,Threshold25,0.79,86.95652174,13.04347826
403030,DS_Dur_WS,CSCI,Threshold25,0.92,73.91304348,26.08695652
403030,DS_Dur_WS,CSCI,Threshold50,0.63,86.95652174,13.04347826
403030,DS_Dur_WS,CSCI,Threshold50,0.79,52.17391304,47.82608696
403030,DS_Dur_WS,CSCI,Threshold50,0.92,47.82608696,52.17391304
403030,DS_Dur_WS,CSCI,Threshold75,0.63,60.86956522,39.13043478
