site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
301011,SP_Tim,CSCI,Threshold50,0.92,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold75,0.63,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold75,0.79,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold75,0.92,85.71428571,14.28571429
301020,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
301020,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
301020,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
301020,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
301020,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
301020,DS_Dur_WS,ASCI,Threshold50,0.94,100,0
301020,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
301020,DS_Dur_WS,ASCI,Threshold75,0.86,66.66666667,33.33333333
301020,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
301020,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
301020,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
301020,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
301020,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
301020,DS_Dur_WS,CSCI,Threshold50,0.79,100,0
301020,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
301020,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
301020,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
301020,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
301020,Q99,ASCI,Threshold25,0.75,100,0
301020,Q99,ASCI,Threshold25,0.86,100,0
301020,Q99,ASCI,Threshold25,0.94,100,0
301020,Q99,ASCI,Threshold50,0.75,100,0
301020,Q99,ASCI,Threshold50,0.86,100,0
301020,Q99,ASCI,Threshold50,0.94,80,20
301020,Q99,ASCI,Threshold75,0.75,100,0
301020,Q99,ASCI,Threshold75,0.86,100,0
301020,Q99,ASCI,Threshold75,0.94,56,44
301020,Q99,CSCI,Threshold25,0.63,100,0
301020,Q99,CSCI,Threshold25,0.79,100,0
301020,Q99,CSCI,Threshold25,0.92,68,32
301020,Q99,CSCI,Threshold50,0.63,100,0
301020,Q99,CSCI,Threshold50,0.79,100,0
301020,Q99,CSCI,Threshold50,0.92,48,52
301020,Q99,CSCI,Threshold75,0.63,100,0
301020,Q99,CSCI,Threshold75,0.79,100,0
301020,Q99,CSCI,Threshold75,0.92,32,68
301020,SP_Dur,ASCI,Threshold25,0.75,87.5,12.5
301020,SP_Dur,ASCI,Threshold25,0.86,75,25
301020,SP_Dur,ASCI,Threshold25,0.94,75,25
301020,SP_Dur,ASCI,Threshold50,0.75,75,25
301020,SP_Dur,ASCI,Threshold50,0.86,62.5,37.5
301020,SP_Dur,ASCI,Threshold50,0.94,50,50
301020,SP_Dur,ASCI,Threshold75,0.75,50,50
301020,SP_Dur,ASCI,Threshold75,0.86,50,50
301020,SP_Dur,ASCI,Threshold75,0.94,50,50
301020,SP_Tim,CSCI,Threshold25,0.63,100,0
301020,SP_Tim,CSCI,Threshold25,0.79,87.5,12.5
301020,SP_Tim,CSCI,Threshold25,0.92,87.5,12.5
301020,SP_Tim,CSCI,Threshold50,0.63,100,0
301020,SP_Tim,CSCI,Threshold50,0.79,87.5,12.5
301020,SP_Tim,CSCI,Threshold50,0.92,87.5,12.5
301020,SP_Tim,CSCI,Threshold75,0.63,87.5,12.5
301020,SP_Tim,CSCI,Threshold75,0.79,87.5,12.5
301020,SP_Tim,CSCI,Threshold75,0.92,87.5,12.5
301030,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
301030,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
301030,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
301030,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
301030,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
301030,DS_Dur_WS,ASCI,Threshold50,0.94,100,0
301030,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
301030,DS_Dur_WS,ASCI,Threshold75,0.86,66.66666667,33.33333333
301030,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
301030,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
301030,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
301030,DS_Dur_WS,CSCI,Threshold25,0.92,100,0
301030,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
301030,DS_Dur_WS,CSCI,Threshold50,0.79,100,0
301030,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
301030,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
301030,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
301030,DS_Dur_WS,CSCI,Threshold75,0.92,66.66666667,33.33333333
301030,Q99,ASCI,Threshold25,0.75,100,0
301030,Q99,ASCI,Threshold25,0.86,100,0
301030,Q99,ASCI,Threshold25,0.94,100,0
301030,Q99,ASCI,Threshold50,0.75,100,0
301030,Q99,ASCI,Threshold50,0.86,100,0
301030,Q99,ASCI,Threshold50,0.94,96,4
301030,Q99,ASCI,Threshold75,0.75,100,0
301030,Q99,ASCI,Threshold75,0.86,100,0
301030,Q99,ASCI,Threshold75,0.94,60,40
301030,Q99,CSCI,Threshold25,0.63,100,0
301030,Q99,CSCI,Threshold25,0.79,100,0
301030,Q99,CSCI,Threshold25,0.92,76,24
301030,Q99,CSCI,Threshold50,0.63,100,0
301030,Q99,CSCI,Threshold50,0.79,100,0
301030,Q99,CSCI,Threshold50,0.92,56,44
301030,Q99,CSCI,Threshold75,0.63,100,0
301030,Q99,CSCI,Threshold75,0.79,100,0
301030,Q99,CSCI,Threshold75,0.92,40,60
301030,SP_Dur,ASCI,Threshold25,0.75,87.5,12.5
301030,SP_Dur,ASCI,Threshold25,0.86,87.5,12.5
301030,SP_Dur,ASCI,Threshold25,0.94,87.5,12.5
301030,SP_Dur,ASCI,Threshold50,0.75,87.5,12.5
301030,SP_Dur,ASCI,Threshold50,0.86,87.5,12.5
301030,SP_Dur,ASCI,Threshold50,0.94,87.5,12.5
301030,SP_Dur,ASCI,Threshold75,0.75,62.5,37.5
301030,SP_Dur,ASCI,Threshold75,0.86,50,50
301030,SP_Dur,ASCI,Threshold75,0.94,50,50
301030,SP_Tim,CSCI,Threshold25,0.63,100,0
301030,SP_Tim,CSCI,Threshold25,0.79,87.5,12.5
301030,SP_Tim,CSCI,Threshold25,0.92,87.5,12.5
301030,SP_Tim,CSCI,Threshold50,0.63,100,0
301030,SP_Tim,CSCI,Threshold50,0.79,87.5,12.5
301030,SP_Tim,CSCI,Threshold50,0.92,87.5,12.5
301030,SP_Tim,CSCI,Threshold75,0.63,87.5,12.5
301030,SP_Tim,CSCI,Threshold75,0.79,87.5,12.5
301030,SP_Tim,CSCI,Threshold75,0.92,87.5,12.5
401070,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
401070,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
401070,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
401070,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
401070,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
401070,DS_Dur_WS,ASCI,Threshold50,0.94,66.66666667,33.33333333
401070,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
401070,DS_Dur_WS,ASCI,Threshold75,0.86,66.66666667,33.33333333
401070,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
401070,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401070,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
401070,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
401070,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
401070,DS_Dur_WS,CSCI,Threshold50,0.79,66.66666667,33.33333333
401070,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
401070,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
401070,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
401070,DS_Dur_WS,CSCI,Threshold75,0.92,33.33333333,66.66666667
401070,Q99,ASCI,Threshold25,0.75,100,0
401070,Q99,ASCI,Threshold25,0.86,100,0
401070,Q99,ASCI,Threshold25,0.94,100,0
401070,Q99,ASCI,Threshold50,0.75,100,0
401070,Q99,ASCI,Threshold50,0.86,100,0
401070,Q99,ASCI,Threshold50,0.94,100,0
401070,Q99,ASCI,Threshold75,0.75,100,0
401070,Q99,ASCI,Threshold75,0.86,100,0
401070,Q99,ASCI,Threshold75,0.94,92,8
401070,Q99,CSCI,Threshold25,0.63,100,0
401070,Q99,CSCI,Threshold25,0.79,100,0
401070,Q99,CSCI,Threshold25,0.92,96,4
401070,Q99,CSCI,Threshold50,0.63,100,0
401070,Q99,CSCI,Threshold50,0.79,100,0
401070,Q99,CSCI,Threshold50,0.92,80,20
401070,Q99,CSCI,Threshold75,0.63,100,0
401070,Q99,CSCI,Threshold75,0.79,100,0
401070,Q99,CSCI,Threshold75,0.92,52,48
401070,SP_Dur,ASCI,Threshold25,0.75,75,25
401070,SP_Dur,ASCI,Threshold25,0.86,75,25
401070,SP_Dur,ASCI,Threshold25,0.94,75,25
401070,SP_Dur,ASCI,Threshold50,0.75,75,25
401070,SP_Dur,ASCI,Threshold50,0.86,75,25
401070,SP_Dur,ASCI,Threshold50,0.94,75,25
401070,SP_Dur,ASCI,Threshold75,0.75,75,25
401070,SP_Dur,ASCI,Threshold75,0.86,62.5,37.5
401070,SP_Dur,ASCI,Threshold75,0.94,62.5,37.5
401070,SP_Tim,CSCI,Threshold25,0.63,100,0
401070,SP_Tim,CSCI,Threshold25,0.79,100,0
401070,SP_Tim,CSCI,Threshold25,0.92,100,0
401070,SP_Tim,CSCI,Threshold50,0.63,100,0
401070,SP_Tim,CSCI,Threshold50,0.79,100,0
401070,SP_Tim,CSCI,Threshold50,0.92,100,0
401070,SP_Tim,CSCI,Threshold75,0.63,100,0
401070,SP_Tim,CSCI,Threshold75,0.79,100,0
401070,SP_Tim,CSCI,Threshold75,0.92,100,0
401080,DS_Dur_WS,ASCI,Threshold25,0.75,92.30769231,7.692307692
401080,DS_Dur_WS,ASCI,Threshold25,0.86,92.30769231,7.692307692
401080,DS_Dur_WS,ASCI,Threshold25,0.94,69.23076923,30.76923077
401080,DS_Dur_WS,ASCI,Threshold50,0.75,76.92307692,23.07692308
401080,DS_Dur_WS,ASCI,Threshold50,0.86,76.92307692,23.07692308
401080,DS_Dur_WS,ASCI,Threshold50,0.94,46.15384615,53.84615385
401080,DS_Dur_WS,ASCI,Threshold75,0.75,53.84615385,46.15384615
401080,DS_Dur_WS,ASCI,Threshold75,0.86,46.15384615,53.84615385
401080,DS_Dur_WS,ASCI,Threshold75,0.94,30.76923077,69.23076923
401080,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401080,DS_Dur_WS,CSCI,Threshold25,0.79,84.61538462,15.38461538
401080,DS_Dur_WS,CSCI,Threshold25,0.92,38.46153846,61.53846154
401080,DS_Dur_WS,CSCI,Threshold50,0.63,84.61538462,15.38461538
401080,DS_Dur_WS,CSCI,Threshold50,0.79,53.84615385,46.15384615
401080,DS_Dur_WS,CSCI,Threshold50,0.92,30.76923077,69.23076923
401080,DS_Dur_WS,CSCI,Threshold75,0.63,69.23076923,30.76923077
401080,DS_Dur_WS,CSCI,Threshold75,0.79,46.15384615,53.84615385
401080,DS_Dur_WS,CSCI,Threshold75,0.92,15.38461538,84.61538462
401080,Q99,ASCI,Threshold25,0.75,100,0
401080,Q99,ASCI,Threshold25,0.86,100,0
401080,Q99,ASCI,Threshold25,0.94,80,20
401080,Q99,ASCI,Threshold50,0.75,100,0
401080,Q99,ASCI,Threshold50,0.86,100,0
401080,Q99,ASCI,Threshold50,0.94,64,36
401080,Q99,ASCI,Threshold75,0.75,100,0
401080,Q99,ASCI,Threshold75,0.86,100,0
401080,Q99,ASCI,Threshold75,0.94,32,68
401080,Q99,CSCI,Threshold25,0.63,100,0
401080,Q99,CSCI,Threshold25,0.79,100,0
401080,Q99,CSCI,Threshold25,0.92,40,60
401080,Q99,CSCI,Threshold50,0.63,100,0
401080,Q99,CSCI,Threshold50,0.79,100,0
401080,Q99,CSCI,Threshold50,0.92,12,88
401080,Q99,CSCI,Threshold75,0.63,100,0
401080,Q99,CSCI,Threshold75,0.79,96,4
401080,Q99,CSCI,Threshold75,0.92,8,92
401080,SP_Dur,ASCI,Threshold25,0.75,78.26086957,21.73913043
401080,SP_Dur,ASCI,Threshold25,0.86,47.82608696,52.17391304
401080,SP_Dur,ASCI,Threshold25,0.94,39.13043478,60.86956522
401080,SP_Dur,ASCI,Threshold50,0.75,39.13043478,60.86956522
401080,SP_Dur,ASCI,Threshold50,0.86,34.7826087,65.2173913
401080,SP_Dur,ASCI,Threshold50,0.94,34.7826087,65.2173913
401080,SP_Dur,ASCI,Threshold75,0.75,34.7826087,65.2173913
401080,SP_Dur,ASCI,Threshold75,0.86,34.7826087,65.2173913
401080,SP_Dur,ASCI,Threshold75,0.94,26.08695652,73.91304348
401080,SP_Tim,CSCI,Threshold25,0.63,69.56521739,30.43478261
401080,SP_Tim,CSCI,Threshold25,0.79,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold25,0.92,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold50,0.63,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold50,0.79,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold50,0.92,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold75,0.63,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold75,0.79,56.52173913,43.47826087
401080,SP_Tim,CSCI,Threshold75,0.92,52.17391304,47.82608696
401100,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
401100,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
401100,DS_Dur_WS,ASCI,Threshold25,0.94,72.72727273,27.27272727
401100,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
401100,DS_Dur_WS,ASCI,Threshold50,0.86,81.81818182,18.18181818
401100,DS_Dur_WS,ASCI,Threshold50,0.94,63.63636364,36.36363636
401100,DS_Dur_WS,ASCI,Threshold75,0.75,54.54545455,45.45454545
401100,DS_Dur_WS,ASCI,Threshold75,0.86,45.45454545,54.54545455
401100,DS_Dur_WS,ASCI,Threshold75,0.94,36.36363636,63.63636364
401100,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401100,DS_Dur_WS,CSCI,Threshold25,0.79,81.81818182,18.18181818
401100,DS_Dur_WS,CSCI,Threshold25,0.92,63.63636364,36.36363636
401100,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
401100,DS_Dur_WS,CSCI,Threshold50,0.79,63.63636364,36.36363636
401100,DS_Dur_WS,CSCI,Threshold50,0.92,36.36363636,63.63636364
401100,DS_Dur_WS,CSCI,Threshold75,0.63,72.72727273,27.27272727
401100,DS_Dur_WS,CSCI,Threshold75,0.79,18.18181818,81.81818182
401100,DS_Dur_WS,CSCI,Threshold75,0.92,9.090909091,90.90909091
401100,Q99,ASCI,Threshold25,0.75,100,0
401100,Q99,ASCI,Threshold25,0.86,100,0
401100,Q99,ASCI,Threshold25,0.94,100,0
401100,Q99,ASCI,Threshold50,0.75,100,0
401100,Q99,ASCI,Threshold50,0.86,100,0
401100,Q99,ASCI,Threshold50,0.94,100,0
401100,Q99,ASCI,Threshold75,0.75,100,0
401100,Q99,ASCI,Threshold75,0.86,100,0
401100,Q99,ASCI,Threshold75,0.94,64,36
401100,Q99,CSCI,Threshold25,0.63,100,0
401100,Q99,CSCI,Threshold25,0.79,100,0
401100,Q99,CSCI,Threshold25,0.92,84,16
401100,Q99,CSCI,Threshold50,0.63,100,0
401100,Q99,CSCI,Threshold50,0.79,100,0
401100,Q99,CSCI,Threshold50,0.92,52,48
401100,Q99,CSCI,Threshold75,0.63,100,0
401100,Q99,CSCI,Threshold75,0.79,100,0
401100,Q99,CSCI,Threshold75,0.92,16,84
401100,SP_Dur,ASCI,Threshold25,0.75,88,12
401100,SP_Dur,ASCI,Threshold25,0.86,80,20
401100,SP_Dur,ASCI,Threshold25,0.94,76,24
401100,SP_Dur,ASCI,Threshold50,0.75,72,28
401100,SP_Dur,ASCI,Threshold50,0.86,40,60
401100,SP_Dur,ASCI,Threshold50,0.94,40,60
401100,SP_Dur,ASCI,Threshold75,0.75,32,68
401100,SP_Dur,ASCI,Threshold75,0.86,28,72
401100,SP_Dur,ASCI,Threshold75,0.94,28,72
401100,SP_Tim,CSCI,Threshold25,0.63,76,24
401100,SP_Tim,CSCI,Threshold25,0.79,68,32
401100,SP_Tim,CSCI,Threshold25,0.92,68,32
401100,SP_Tim,CSCI,Threshold50,0.63,68,32
401100,SP_Tim,CSCI,Threshold50,0.79,68,32
401100,SP_Tim,CSCI,Threshold50,0.92,64,36
401100,SP_Tim,CSCI,Threshold75,0.63,68,32
401100,SP_Tim,CSCI,Threshold75,0.79,64,36
401100,SP_Tim,CSCI,Threshold75,0.92,64,36
401101,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
401101,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
401101,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
401101,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
401101,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
401101,DS_Dur_WS,ASCI,Threshold50,0.94,100,0
401101,DS_Dur_WS,ASCI,Threshold75,0.75,100,0
401101,DS_Dur_WS,ASCI,Threshold75,0.86,100,0
401101,DS_Dur_WS,ASCI,Threshold75,0.94,100,0
401101,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401101,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
401101,DS_Dur_WS,CSCI,Threshold25,0.92,100,0
401101,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
401101,DS_Dur_WS,CSCI,Threshold50,0.79,100,0
401101,DS_Dur_WS,CSCI,Threshold50,0.92,100,0
401101,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
401101,DS_Dur_WS,CSCI,Threshold75,0.79,100,0
401101,DS_Dur_WS,CSCI,Threshold75,0.92,75,25
401101,Q99,ASCI,Threshold25,0.75,100,0
401101,Q99,ASCI,Threshold25,0.86,100,0
401101,Q99,ASCI,Threshold25,0.94,100,0
401101,Q99,ASCI,Threshold50,0.75,100,0
401101,Q99,ASCI,Threshold50,0.86,100,0
401101,Q99,ASCI,Threshold50,0.94,100,0
401101,Q99,ASCI,Threshold75,0.75,100,0
401101,Q99,ASCI,Threshold75,0.86,96,4
401101,Q99,ASCI,Threshold75,0.94,96,4
401101,Q99,CSCI,Threshold25,0.63,100,0
401101,Q99,CSCI,Threshold25,0.79,100,0
401101,Q99,CSCI,Threshold25,0.92,100,0
401101,Q99,CSCI,Threshold50,0.63,100,0
401101,Q99,CSCI,Threshold50,0.79,100,0
401101,Q99,CSCI,Threshold50,0.92,100,0
401101,Q99,CSCI,Threshold75,0.63,96,4
401101,Q99,CSCI,Threshold75,0.79,100,0
401101,Q99,CSCI,Threshold75,0.92,96,4
401101,SP_Dur,ASCI,Threshold25,0.75,100,0
401101,SP_Dur,ASCI,Threshold25,0.86,100,0
401101,SP_Dur,ASCI,Threshold25,0.94,100,0
401101,SP_Dur,ASCI,Threshold50,0.75,100,0
401101,SP_Dur,ASCI,Threshold50,0.86,100,0
401101,SP_Dur,ASCI,Threshold50,0.94,100,0
401101,SP_Dur,ASCI,Threshold75,0.75,100,0
401101,SP_Dur,ASCI,Threshold75,0.86,100,0
401101,SP_Dur,ASCI,Threshold75,0.94,100,0
401101,SP_Tim,CSCI,Threshold25,0.63,100,0
401101,SP_Tim,CSCI,Threshold25,0.79,100,0
401101,SP_Tim,CSCI,Threshold25,0.92,100,0
401101,SP_Tim,CSCI,Threshold50,0.63,100,0
401101,SP_Tim,CSCI,Threshold50,0.79,100,0
401101,SP_Tim,CSCI,Threshold50,0.92,100,0
401101,SP_Tim,CSCI,Threshold75,0.63,100,0
401101,SP_Tim,CSCI,Threshold75,0.79,100,0
401101,SP_Tim,CSCI,Threshold75,0.92,100,0
401110,DS_Dur_WS,ASCI,Threshold25,0.75,94.44444444,5.555555556
401110,DS_Dur_WS,ASCI,Threshold25,0.86,94.44444444,5.555555556
401110,DS_Dur_WS,ASCI,Threshold25,0.94,83.33333333,16.66666667
401110,DS_Dur_WS,ASCI,Threshold50,0.75,88.88888889,11.11111111
401110,DS_Dur_WS,ASCI,Threshold50,0.86,88.88888889,11.11111111
401110,DS_Dur_WS,ASCI,Threshold50,0.94,55.55555556,44.44444444
401110,DS_Dur_WS,ASCI,Threshold75,0.75,61.11111111,38.88888889
401110,DS_Dur_WS,ASCI,Threshold75,0.86,44.44444444,55.55555556
401110,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
401110,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401110,DS_Dur_WS,CSCI,Threshold25,0.79,88.88888889,11.11111111
401110,DS_Dur_WS,CSCI,Threshold25,0.92,61.11111111,38.88888889
401110,DS_Dur_WS,CSCI,Threshold50,0.63,94.44444444,5.555555556
401110,DS_Dur_WS,CSCI,Threshold50,0.79,83.33333333,16.66666667
401110,DS_Dur_WS,CSCI,Threshold50,0.92,44.44444444,55.55555556
401110,DS_Dur_WS,CSCI,Threshold75,0.63,72.22222222,27.77777778
401110,DS_Dur_WS,CSCI,Threshold75,0.79,27.77777778,72.22222222
401110,DS_Dur_WS,CSCI,Threshold75,0.92,22.22222222,77.77777778
401110,Q99,ASCI,Threshold25,0.75,100,0
401110,Q99,ASCI,Threshold25,0.86,100,0
401110,Q99,ASCI,Threshold25,0.94,100,0
401110,Q99,ASCI,Threshold50,0.75,100,0
401110,Q99,ASCI,Threshold50,0.86,100,0
401110,Q99,ASCI,Threshold50,0.94,96,4
401110,Q99,ASCI,Threshold75,0.75,100,0
401110,Q99,ASCI,Threshold75,0.86,100,0
401110,Q99,ASCI,Threshold75,0.94,68,32
401110,Q99,CSCI,Threshold25,0.63,100,0
401110,Q99,CSCI,Threshold25,0.79,100,0
401110,Q99,CSCI,Threshold25,0.92,80,20
401110,Q99,CSCI,Threshold50,0.63,100,0
401110,Q99,CSCI,Threshold50,0.79,100,0
401110,Q99,CSCI,Threshold50,0.92,64,36
401110,Q99,CSCI,Threshold75,0.63,100,0
401110,Q99,CSCI,Threshold75,0.79,100,0
401110,Q99,CSCI,Threshold75,0.92,28,72
401110,SP_Dur,ASCI,Threshold25,0.75,95.45454545,4.545454545
401110,SP_Dur,ASCI,Threshold25,0.86,90.90909091,9.090909091
401110,SP_Dur,ASCI,Threshold25,0.94,90.90909091,9.090909091
401110,SP_Dur,ASCI,Threshold50,0.75,90.90909091,9.090909091
401110,SP_Dur,ASCI,Threshold50,0.86,81.81818182,18.18181818
401110,SP_Dur,ASCI,Threshold50,0.94,72.72727273,27.27272727
401110,SP_Dur,ASCI,Threshold75,0.75,68.18181818,31.81818182
401110,SP_Dur,ASCI,Threshold75,0.86,45.45454545,54.54545455
401110,SP_Dur,ASCI,Threshold75,0.94,36.36363636,63.63636364
401110,SP_Tim,CSCI,Threshold25,0.63,100,0
401110,SP_Tim,CSCI,Threshold25,0.79,95.45454545,4.545454545
401110,SP_Tim,CSCI,Threshold25,0.92,95.45454545,4.545454545
401110,SP_Tim,CSCI,Threshold50,0.63,95.45454545,4.545454545
401110,SP_Tim,CSCI,Threshold50,0.79,90.90909091,9.090909091
401110,SP_Tim,CSCI,Threshold50,0.92,81.81818182,18.18181818
401110,SP_Tim,CSCI,Threshold75,0.63,95.45454545,4.545454545
401110,SP_Tim,CSCI,Threshold75,0.79,81.81818182,18.18181818
401110,SP_Tim,CSCI,Threshold75,0.92,81.81818182,18.18181818
401120,DS_Dur_WS,ASCI,Threshold25,0.75,95.45454545,4.545454545
401120,DS_Dur_WS,ASCI,Threshold25,0.86,95.45454545,4.545454545
401120,DS_Dur_WS,ASCI,Threshold25,0.94,77.27272727,22.72727273
401120,DS_Dur_WS,ASCI,Threshold50,0.75,81.81818182,18.18181818
401120,DS_Dur_WS,ASCI,Threshold50,0.86,77.27272727,22.72727273
401120,DS_Dur_WS,ASCI,Threshold50,0.94,54.54545455,45.45454545
401120,DS_Dur_WS,ASCI,Threshold75,0.75,72.72727273,27.27272727
401120,DS_Dur_WS,ASCI,Threshold75,0.86,68.18181818,31.81818182
401120,DS_Dur_WS,ASCI,Threshold75,0.94,45.45454545,54.54545455
401120,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401120,DS_Dur_WS,CSCI,Threshold25,0.79,77.27272727,22.72727273
401120,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
401120,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
401120,DS_Dur_WS,CSCI,Threshold50,0.79,77.27272727,22.72727273
401120,DS_Dur_WS,CSCI,Threshold50,0.92,45.45454545,54.54545455
401120,DS_Dur_WS,CSCI,Threshold75,0.63,81.81818182,18.18181818
401120,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
401120,DS_Dur_WS,CSCI,Threshold75,0.92,36.36363636,63.63636364
401120,Q99,ASCI,Threshold25,0.75,96,4
401120,Q99,ASCI,Threshold25,0.86,96,4
401120,Q99,ASCI,Threshold25,0.94,96,4
401120,Q99,ASCI,Threshold50,0.75,96,4
401120,Q99,ASCI,Threshold50,0.86,96,4
401120,Q99,ASCI,Threshold50,0.94,96,4
401120,Q99,ASCI,Threshold75,0.75,96,4
401120,Q99,ASCI,Threshold75,0.86,96,4
401120,Q99,ASCI,Threshold75,0.94,96,4
401120,Q99,CSCI,Threshold25,0.63,96,4
401120,Q99,CSCI,Threshold25,0.79,96,4
401120,Q99,CSCI,Threshold25,0.92,96,4
401120,Q99,CSCI,Threshold50,0.63,96,4
401120,Q99,CSCI,Threshold50,0.79,96,4
401120,Q99,CSCI,Threshold50,0.92,96,4
401120,Q99,CSCI,Threshold75,0.63,96,4
401120,Q99,CSCI,Threshold75,0.79,96,4
401120,Q99,CSCI,Threshold75,0.92,92,8
401120,SP_Dur,ASCI,Threshold25,0.75,92,8
401120,SP_Dur,ASCI,Threshold25,0.86,88,12
401120,SP_Dur,ASCI,Threshold25,0.94,84,16
401120,SP_Dur,ASCI,Threshold50,0.75,80,20
401120,SP_Dur,ASCI,Threshold50,0.86,76,24
401120,SP_Dur,ASCI,Threshold50,0.94,76,24
401120,SP_Dur,ASCI,Threshold75,0.75,76,24
401120,SP_Dur,ASCI,Threshold75,0.86,64,36
401120,SP_Dur,ASCI,Threshold75,0.94,52,48
401120,SP_Tim,CSCI,Threshold25,0.63,92,8
401120,SP_Tim,CSCI,Threshold25,0.79,88,12
401120,SP_Tim,CSCI,Threshold25,0.92,88,12
401120,SP_Tim,CSCI,Threshold50,0.63,88,12
401120,SP_Tim,CSCI,Threshold50,0.79,88,12
401120,SP_Tim,CSCI,Threshold50,0.92,88,12
401120,SP_Tim,CSCI,Threshold75,0.63,88,12
401120,SP_Tim,CSCI,Threshold75,0.79,88,12
401120,SP_Tim,CSCI,Threshold75,0.92,88,12
401121,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
401121,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
401121,DS_Dur_WS,ASCI,Threshold25,0.94,85.71428571,14.28571429
401121,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
401121,DS_Dur_WS,ASCI,Threshold50,0.86,90.47619048,9.523809524
401121,DS_Dur_WS,ASCI,Threshold50,0.94,71.42857143,28.57142857
