,site,Hydro_Metric,Biol,Threshold,Bio_threshold,Altered,Unaltered
1944,402020,SP_Tim,CSCI,Threshold75,0.92,56,44
1991,402021,SP_Tim,CSCI,Threshold25,0.79,56,44
1992,402021,SP_Tim,CSCI,Threshold25,0.92,56,44
1994,402021,SP_Tim,CSCI,Threshold50,0.79,56,44
1995,402021,SP_Tim,CSCI,Threshold50,0.92,56,44
1996,402021,SP_Tim,CSCI,Threshold75,0.63,56,44
1997,402021,SP_Tim,CSCI,Threshold75,0.79,56,44
2036,402022,SP_Dur,ASCI,Threshold25,0.86,56,44
2037,402022,SP_Dur,ASCI,Threshold25,0.94,56,44
2045,402022,SP_Tim,CSCI,Threshold25,0.79,56,44
2046,402022,SP_Tim,CSCI,Threshold25,0.92,56,44
2048,402022,SP_Tim,CSCI,Threshold50,0.79,56,44
2049,402022,SP_Tim,CSCI,Threshold50,0.92,56,44
2050,402022,SP_Tim,CSCI,Threshold75,0.63,56,44
2051,402022,SP_Tim,CSCI,Threshold75,0.79,56,44
2052,402022,SP_Tim,CSCI,Threshold75,0.92,56,44
2568,403011,Q99,CSCI,Threshold25,0.92,56,44
2838,405020,Q99,CSCI,Threshold25,0.92,56,44
2892,501010,Q99,CSCI,Threshold25,0.92,56,44
3003,501020,Q99,CSCI,Threshold50,0.92,56,44
3108,502011,Q99,CSCI,Threshold25,0.92,56,44
114,101012,DS_Dur_WS,ASCI,Threshold50,0.94,55.55555556,44.44444444
602,201060,DS_Dur_WS,ASCI,Threshold75,0.86,55.55555556,44.44444444
710,201062,DS_Dur_WS,ASCI,Threshold75,0.86,55.55555556,44.44444444
1689,401110,DS_Dur_WS,CSCI,Threshold50,0.92,55.55555556,44.44444444
2112,402030,DS_Dur_WS,ASCI,Threshold50,0.94,55.55555556,44.44444444
2955,501011,SP_Dur,ASCI,Threshold25,0.94,55.55555556,44.44444444
2956,501011,SP_Dur,ASCI,Threshold50,0.75,55.55555556,44.44444444
3008,501020,SP_Dur,ASCI,Threshold25,0.86,55.55555556,44.44444444
3009,501020,SP_Dur,ASCI,Threshold25,0.94,55.55555556,44.44444444
3173,502020,SP_Dur,ASCI,Threshold50,0.86,55.55555556,44.44444444
1574,401100,DS_Dur_WS,ASCI,Threshold75,0.86,54.54545455,45.45454545
1719,401110,SP_Dur,ASCI,Threshold75,0.94,54.54545455,45.45454545
1843,402010,DS_Dur_WS,ASCI,Threshold75,0.75,54.54545455,45.45454545
1851,402010,DS_Dur_WS,CSCI,Threshold50,0.92,54.54545455,45.45454545
2223,402040,DS_Dur_WS,ASCI,Threshold75,0.94,54.54545455,45.45454545
2473,402060,SP_Dur,ASCI,Threshold75,0.75,54.54545455,45.45454545
2255,402040,SP_Dur,ASCI,Threshold50,0.86,54.16666667,45.83333333
2256,402040,SP_Dur,ASCI,Threshold50,0.94,54.16666667,45.83333333
2261,402040,SP_Tim,CSCI,Threshold25,0.79,54.16666667,45.83333333
2262,402040,SP_Tim,CSCI,Threshold25,0.92,54.16666667,45.83333333
2264,402040,SP_Tim,CSCI,Threshold50,0.79,54.16666667,45.83333333
2265,402040,SP_Tim,CSCI,Threshold50,0.92,54.16666667,45.83333333
2266,402040,SP_Tim,CSCI,Threshold75,0.63,54.16666667,45.83333333
2267,402040,SP_Tim,CSCI,Threshold75,0.79,54.16666667,45.83333333
2268,402040,SP_Tim,CSCI,Threshold75,0.92,54.16666667,45.83333333
1519,401080,DS_Dur_WS,ASCI,Threshold75,0.75,53.84615385,46.15384615
1520,401080,DS_Dur_WS,ASCI,Threshold75,0.86,53.84615385,46.15384615
1526,401080,DS_Dur_WS,CSCI,Threshold50,0.79,53.84615385,46.15384615
1529,401080,DS_Dur_WS,CSCI,Threshold75,0.79,53.84615385,46.15384615
2364,402050,SP_Dur,ASCI,Threshold50,0.94,53.84615385,46.15384615
1896,402020,DS_Dur_WS,ASCI,Threshold50,0.94,52.63157895,47.36842105
1897,402020,DS_Dur_WS,ASCI,Threshold75,0.75,52.63157895,47.36842105
1898,402020,DS_Dur_WS,ASCI,Threshold75,0.86,52.63157895,47.36842105
1951,402021,DS_Dur_WS,ASCI,Threshold75,0.75,52.63157895,47.36842105
1956,402021,DS_Dur_WS,CSCI,Threshold25,0.92,52.63157895,47.36842105
2166,402031,DS_Dur_WS,ASCI,Threshold50,0.94,52.38095238,47.61904762
2168,402031,DS_Dur_WS,ASCI,Threshold75,0.86,52.38095238,47.61904762
2172,402031,DS_Dur_WS,CSCI,Threshold25,0.92,52.38095238,47.61904762
2610,403020,DS_Dur_WS,CSCI,Threshold75,0.92,52.38095238,47.61904762
647,201060,SP_Tim,CSCI,Threshold75,0.79,52.17391304,47.82608696
2576,403011,SP_Dur,ASCI,Threshold25,0.86,52.17391304,47.82608696
2577,403011,SP_Dur,ASCI,Threshold25,0.94,52.17391304,47.82608696
2578,403011,SP_Dur,ASCI,Threshold50,0.75,52.17391304,47.82608696
144,101012,Q99,CSCI,Threshold75,0.92,52,48
310,201020,SP_Dur,ASCI,Threshold50,0.75,52,48
467,201040,Q99,CSCI,Threshold75,0.79,52,48
486,201040,SP_Tim,CSCI,Threshold75,0.92,52,48
521,201041,Q99,CSCI,Threshold75,0.79,52,48
539,201041,SP_Tim,CSCI,Threshold75,0.79,52,48
851,201080,SP_Dur,ASCI,Threshold50,0.86,52,48
1007,201100,Q99,CSCI,Threshold75,0.79,52,48
1128,204010,SP_Tim,CSCI,Threshold25,0.92,52,48
1130,204010,SP_Tim,CSCI,Threshold50,0.79,52,48
1131,204010,SP_Tim,CSCI,Threshold50,0.92,52,48
1133,204010,SP_Tim,CSCI,Threshold75,0.79,52,48
1134,204010,SP_Tim,CSCI,Threshold75,0.92,52,48
1161,205010,Q99,ASCI,Threshold75,0.94,52,48
1266,301010,Q99,ASCI,Threshold50,0.94,52,48
1332,301011,Q99,CSCI,Threshold75,0.92,52,48
1928,402020,SP_Dur,ASCI,Threshold25,0.86,52,48
1981,402021,SP_Dur,ASCI,Threshold25,0.75,52,48
1982,402021,SP_Dur,ASCI,Threshold25,0.86,52,48
1993,402021,SP_Tim,CSCI,Threshold50,0.63,52,48
2047,402022,SP_Tim,CSCI,Threshold50,0.63,52,48
2143,402030,SP_Dur,ASCI,Threshold25,0.75,52,48
2152,402030,SP_Tim,CSCI,Threshold25,0.63,52,48
2197,402031,SP_Dur,ASCI,Threshold25,0.75,52,48
2637,403020,SP_Dur,ASCI,Threshold75,0.94,52,48
2724,404010,Q99,ASCI,Threshold50,0.94,52,48
2997,501020,Q99,ASCI,Threshold75,0.94,52,48
3048,502010,Q99,ASCI,Threshold50,0.94,52,48
17,101010,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
38,101010,SP_Dur,ASCI,Threshold25,0.86,50,50
39,101010,SP_Dur,ASCI,Threshold25,0.94,50,50
40,101010,SP_Dur,ASCI,Threshold50,0.75,50,50
41,101010,SP_Dur,ASCI,Threshold50,0.86,50,50
60,101011,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
61,101011,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
62,101011,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
66,101011,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
96,101011,SP_Dur,ASCI,Threshold50,0.94,50,50
97,101011,SP_Dur,ASCI,Threshold75,0.75,50,50
150,101012,SP_Dur,ASCI,Threshold50,0.94,50,50
209,101020,SP_Tim,CSCI,Threshold25,0.79,50,50
210,101020,SP_Tim,CSCI,Threshold25,0.92,50,50
212,101020,SP_Tim,CSCI,Threshold50,0.79,50,50
213,101020,SP_Tim,CSCI,Threshold50,0.92,50,50
214,101020,SP_Tim,CSCI,Threshold75,0.63,50,50
215,101020,SP_Tim,CSCI,Threshold75,0.79,50,50
216,101020,SP_Tim,CSCI,Threshold75,0.92,50,50
219,201010,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
223,201010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
277,201020,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
365,201030,SP_Dur,ASCI,Threshold50,0.86,50,50
366,201030,SP_Dur,ASCI,Threshold50,0.94,50,50
415,201031,SP_Dur,ASCI,Threshold25,0.75,50,50
426,201031,SP_Tim,CSCI,Threshold25,0.92,50,50
428,201031,SP_Tim,CSCI,Threshold50,0.79,50,50
429,201031,SP_Tim,CSCI,Threshold50,0.92,50,50
431,201031,SP_Tim,CSCI,Threshold75,0.79,50,50
432,201031,SP_Tim,CSCI,Threshold75,0.92,50,50
441,201040,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
449,201040,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
495,201041,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
501,201041,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
503,201041,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
504,201041,DS_Dur_WS,CSCI,Threshold75,0.92,50,50
600,201060,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
606,201060,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
651,201061,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
652,201061,DS_Dur_WS,ASCI,Threshold50,0.75,50,50
653,201061,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
654,201061,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
655,201061,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
656,201061,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
657,201061,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
659,201061,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
660,201061,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
662,201061,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
663,201061,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
664,201061,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
665,201061,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
717,201062,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
753,201062,SP_Tim,CSCI,Threshold50,0.92,50,50
755,201062,SP_Tim,CSCI,Threshold75,0.79,50,50
756,201062,SP_Tim,CSCI,Threshold75,0.92,50,50
763,201070,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
815,201080,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
824,201080,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
905,201090,SP_Dur,ASCI,Threshold50,0.86,50,50
906,201090,SP_Dur,ASCI,Threshold50,0.94,50,50
907,201090,SP_Dur,ASCI,Threshold75,0.75,50,50
908,201090,SP_Dur,ASCI,Threshold75,0.86,50,50
955,201091,SP_Dur,ASCI,Threshold25,0.75,50,50
956,201091,SP_Dur,ASCI,Threshold25,0.86,50,50
957,201091,SP_Dur,ASCI,Threshold25,0.94,50,50
966,201091,SP_Tim,CSCI,Threshold25,0.92,50,50
968,201091,SP_Tim,CSCI,Threshold50,0.79,50,50
969,201091,SP_Tim,CSCI,Threshold50,0.92,50,50
971,201091,SP_Tim,CSCI,Threshold75,0.79,50,50
972,201091,SP_Tim,CSCI,Threshold75,0.92,50,50
978,201100,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
984,201100,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
1033,203010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
1040,203010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
1065,203010,SP_Dur,ASCI,Threshold25,0.94,50,50
1066,203010,SP_Dur,ASCI,Threshold50,0.75,50,50
1078,203010,SP_Tim,CSCI,Threshold75,0.63,50,50
1137,205010,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
1138,205010,DS_Dur_WS,ASCI,Threshold50,0.75,50,50
1139,205010,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
1140,205010,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
1141,205010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
1142,205010,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
1143,205010,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
1145,205010,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
1146,205010,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
1148,205010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
1149,205010,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
1150,205010,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
1151,205010,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
1171,205010,SP_Dur,ASCI,Threshold25,0.75,50,50
1172,205010,SP_Dur,ASCI,Threshold25,0.86,50,50
1173,205010,SP_Dur,ASCI,Threshold25,0.94,50,50
1174,205010,SP_Dur,ASCI,Threshold50,0.75,50,50
1229,207010,SP_Dur,ASCI,Threshold50,0.86,50,50
1249,301010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
1256,301010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
1280,301010,SP_Dur,ASCI,Threshold25,0.86,50,50
1448,301030,SP_Dur,ASCI,Threshold75,0.86,50,50
1682,401110,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
1737,401120,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
2004,402022,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
2010,402022,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
2012,402022,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
2014,402022,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
2113,402030,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
2114,402030,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
2260,402040,SP_Tim,CSCI,Threshold25,0.63,50,50
2263,402040,SP_Tim,CSCI,Threshold50,0.63,50,50
2528,403010,SP_Dur,ASCI,Threshold75,0.86,50,50
2529,403010,SP_Dur,ASCI,Threshold75,0.94,50,50
2706,404010,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
2714,404010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
2795,405010,SP_Dur,ASCI,Threshold50,0.86,50,50
2801,405010,SP_Tim,CSCI,Threshold25,0.79,50,50
2802,405010,SP_Tim,CSCI,Threshold25,0.92,50,50
2803,405010,SP_Tim,CSCI,Threshold50,0.63,50,50
2804,405010,SP_Tim,CSCI,Threshold50,0.79,50,50
2806,405010,SP_Tim,CSCI,Threshold75,0.63,50,50
2813,405020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
2814,405020,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
2822,405020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
2850,405020,SP_Dur,ASCI,Threshold50,0.94,50,50
2855,405020,SP_Tim,CSCI,Threshold25,0.79,50,50
2856,405020,SP_Tim,CSCI,Threshold25,0.92,50,50
2857,405020,SP_Tim,CSCI,Threshold50,0.63,50,50
2858,405020,SP_Tim,CSCI,Threshold50,0.79,50,50
2859,405020,SP_Tim,CSCI,Threshold50,0.92,50,50
2860,405020,SP_Tim,CSCI,Threshold75,0.63,50,50
2861,405020,SP_Tim,CSCI,Threshold75,0.79,50,50
2862,405020,SP_Tim,CSCI,Threshold75,0.92,50,50
2903,501010,SP_Dur,ASCI,Threshold50,0.86,50,50
2923,501011,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
2924,501011,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
2925,501011,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
2931,501011,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
2932,501011,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
2933,501011,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
2934,501011,DS_Dur_WS,CSCI,Threshold75,0.92,50,50
2973,501020,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
2975,501020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
2977,501020,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
2978,501020,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
2981,501020,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
2984,501020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
3029,502010,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
3031,502010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
3035,502010,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
3038,502010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
3135,502020,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
3137,502020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
3138,502020,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
3139,502020,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
3140,502020,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
3141,502020,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
3143,502020,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
3144,502020,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
3146,502020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
3147,502020,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
3149,502020,DS_Dur_WS,CSCI,Threshold75,0.79,50,50
3223,502030,SP_Dur,ASCI,Threshold25,0.75,50,50
3224,502030,SP_Dur,ASCI,Threshold25,0.86,50,50
3225,502030,SP_Dur,ASCI,Threshold25,0.94,50,50
3226,502030,SP_Dur,ASCI,Threshold50,0.75,50,50
267,201010,SP_Tim,CSCI,Threshold50,0.92,48,52
269,201010,SP_Tim,CSCI,Threshold75,0.79,48,52
270,201010,SP_Tim,CSCI,Threshold75,0.92,48,52
309,201020,SP_Dur,ASCI,Threshold25,0.94,48,52
321,201020,SP_Tim,CSCI,Threshold50,0.92,48,52
323,201020,SP_Tim,CSCI,Threshold75,0.79,48,52
324,201020,SP_Tim,CSCI,Threshold75,0.92,48,52
485,201040,SP_Tim,CSCI,Threshold75,0.79,48,52
678,201061,Q99,CSCI,Threshold25,0.92,48,52
797,201070,SP_Dur,ASCI,Threshold50,0.86,48,52
807,201070,SP_Tim,CSCI,Threshold50,0.92,48,52
809,201070,SP_Tim,CSCI,Threshold75,0.79,48,52
810,201070,SP_Tim,CSCI,Threshold75,0.92,48,52
861,201080,SP_Tim,CSCI,Threshold50,0.92,48,52
863,201080,SP_Tim,CSCI,Threshold75,0.79,48,52
864,201080,SP_Tim,CSCI,Threshold75,0.92,48,52
1026,201100,SP_Tim,CSCI,Threshold75,0.92,48,52
1118,204010,SP_Dur,ASCI,Threshold25,0.86,48,52
1132,204010,SP_Tim,CSCI,Threshold75,0.63,48,52
1221,207010,Q99,CSCI,Threshold50,0.92,48,52
1383,301020,Q99,CSCI,Threshold50,0.92,48,52
1494,401070,Q99,CSCI,Threshold75,0.92,48,52
1877,402010,SP_Dur,ASCI,Threshold50,0.86,48,52
1927,402020,SP_Dur,ASCI,Threshold25,0.75,48,52
1939,402020,SP_Tim,CSCI,Threshold50,0.63,48,52
2035,402022,SP_Dur,ASCI,Threshold25,0.75,48,52
2073,402023,Q99,ASCI,Threshold25,0.94,48,52
2098,402023,SP_Tim,CSCI,Threshold25,0.63,48,52
2206,402031,SP_Tim,CSCI,Threshold25,0.63,48,52
2613,403020,Q99,ASCI,Threshold25,0.94,48,52
2636,403020,SP_Dur,ASCI,Threshold75,0.86,48,52
2691,403030,SP_Dur,ASCI,Threshold75,0.94,48,52
2886,501010,Q99,ASCI,Threshold50,0.94,48,52
2952,501011,Q99,CSCI,Threshold75,0.92,48,52
3165,502020,Q99,CSCI,Threshold50,0.92,48,52
634,201060,SP_Dur,ASCI,Threshold50,0.75,47.82608696,52.17391304
645,201060,SP_Tim,CSCI,Threshold50,0.92,47.82608696,52.17391304
646,201060,SP_Tim,CSCI,Threshold75,0.63,47.82608696,52.17391304
1566,401080,SP_Tim,CSCI,Threshold75,0.92,47.82608696,52.17391304
2286,402041,DS_Dur_WS,CSCI,Threshold75,0.92,47.61904762,52.38095238
1902,402020,DS_Dur_WS,CSCI,Threshold25,0.92,47.36842105,52.63157895
2363,402050,SP_Dur,ASCI,Threshold50,0.86,46.15384615,53.84615385
2370,402050,SP_Tim,CSCI,Threshold25,0.92,46.15384615,53.84615385
2372,402050,SP_Tim,CSCI,Threshold50,0.79,46.15384615,53.84615385
2373,402050,SP_Tim,CSCI,Threshold50,0.92,46.15384615,53.84615385
2374,402050,SP_Tim,CSCI,Threshold75,0.63,46.15384615,53.84615385
2375,402050,SP_Tim,CSCI,Threshold75,0.79,46.15384615,53.84615385
2376,402050,SP_Tim,CSCI,Threshold75,0.92,46.15384615,53.84615385
2252,402040,SP_Dur,ASCI,Threshold25,0.86,45.83333333,54.16666667
2253,402040,SP_Dur,ASCI,Threshold25,0.94,45.83333333,54.16666667
2254,402040,SP_Dur,ASCI,Threshold50,0.75,45.83333333,54.16666667
545,201050,DS_Dur_WS,ASCI,Threshold50,0.86,45.45454545,54.54545455
551,201050,DS_Dur_WS,CSCI,Threshold25,0.79,45.45454545,54.54545455
752,201062,SP_Tim,CSCI,Threshold50,0.79,45.45454545,54.54545455
754,201062,SP_Tim,CSCI,Threshold75,0.63,45.45454545,54.54545455
1573,401100,DS_Dur_WS,ASCI,Threshold75,0.75,45.45454545,54.54545455
1718,401110,SP_Dur,ASCI,Threshold75,0.86,45.45454545,54.54545455
1743,401120,DS_Dur_WS,CSCI,Threshold50,0.92,45.45454545,54.54545455
1839,402010,DS_Dur_WS,ASCI,Threshold25,0.94,45.45454545,54.54545455
1842,402010,DS_Dur_WS,ASCI,Threshold50,0.94,45.45454545,54.54545455
1848,402010,DS_Dur_WS,CSCI,Threshold25,0.92,45.45454545,54.54545455
1850,402010,DS_Dur_WS,CSCI,Threshold50,0.79,45.45454545,54.54545455
2222,402040,DS_Dur_WS,ASCI,Threshold75,0.86,45.45454545,54.54545455
2231,402040,DS_Dur_WS,CSCI,Threshold75,0.79,45.45454545,54.54545455
2471,402060,SP_Dur,ASCI,Threshold50,0.86,45.45454545,54.54545455
2472,402060,SP_Dur,ASCI,Threshold50,0.94,45.45454545,54.54545455
3118,502011,SP_Dur,ASCI,Threshold50,0.75,45.45454545,54.54545455
1800,401121,DS_Dur_WS,CSCI,Threshold75,0.92,45,55
111,101012,DS_Dur_WS,ASCI,Threshold25,0.94,44.44444444,55.55555556
116,101012,DS_Dur_WS,ASCI,Threshold75,0.86,44.44444444,55.55555556
122,101012,DS_Dur_WS,CSCI,Threshold50,0.79,44.44444444,55.55555556
125,101012,DS_Dur_WS,CSCI,Threshold75,0.79,44.44444444,55.55555556
601,201060,DS_Dur_WS,ASCI,Threshold75,0.75,44.44444444,55.55555556
686,201061,SP_Dur,ASCI,Threshold25,0.86,44.44444444,55.55555556
687,201061,SP_Dur,ASCI,Threshold25,0.94,44.44444444,55.55555556
688,201061,SP_Dur,ASCI,Threshold50,0.75,44.44444444,55.55555556
1680,401110,DS_Dur_WS,ASCI,Threshold50,0.94,44.44444444,55.55555556
2120,402030,DS_Dur_WS,CSCI,Threshold50,0.79,44.44444444,55.55555556
3007,501020,SP_Dur,ASCI,Threshold25,0.75,44.44444444,55.55555556
33,101010,Q99,CSCI,Threshold50,0.92,44,56
242,201010,Q99,ASCI,Threshold75,0.86,44,56
255,201010,SP_Dur,ASCI,Threshold25,0.94,44,56
296,201020,Q99,ASCI,Threshold75,0.86,44,56
472,201040,SP_Dur,ASCI,Threshold50,0.75,44,56
537,201041,SP_Tim,CSCI,Threshold50,0.92,44,56
538,201041,SP_Tim,CSCI,Threshold75,0.63,44,56
782,201070,Q99,ASCI,Threshold75,0.86,44,56
836,201080,Q99,ASCI,Threshold75,0.86,44,56
1012,201100,SP_Dur,ASCI,Threshold50,0.75,44,56
1025,201100,SP_Tim,CSCI,Threshold75,0.79,44,56
1127,204010,SP_Tim,CSCI,Threshold25,0.79,44,56
1129,204010,SP_Tim,CSCI,Threshold50,0.63,44,56
1377,301020,Q99,ASCI,Threshold75,0.94,44,56
1437,301030,Q99,CSCI,Threshold50,0.92,44,56
1599,401100,Q99,CSCI,Threshold50,0.92,44,56
1869,402010,Q99,CSCI,Threshold50,0.92,44,56
1887,402010,SP_Tim,CSCI,Threshold50,0.92,44,56
1889,402010,SP_Tim,CSCI,Threshold75,0.79,44,56
1890,402010,SP_Tim,CSCI,Threshold75,0.92,44,56
2520,403010,Q99,CSCI,Threshold75,0.92,44,56
2634,403020,SP_Dur,ASCI,Threshold50,0.94,44,56
2635,403020,SP_Dur,ASCI,Threshold75,0.75,44,56
2690,403030,SP_Dur,ASCI,Threshold75,0.86,44,56
2778,405010,Q99,ASCI,Threshold50,0.94,44,56
37,101010,SP_Dur,ASCI,Threshold25,0.75,43.75,56.25
95,101011,SP_Dur,ASCI,Threshold50,0.86,43.75,56.25
149,101012,SP_Dur,ASCI,Threshold50,0.86,43.75,56.25
2055,402023,DS_Dur_WS,ASCI,Threshold25,0.94,43.75,56.25
578,201050,SP_Dur,ASCI,Threshold25,0.86,43.47826087,56.52173913
579,201050,SP_Dur,ASCI,Threshold25,0.94,43.47826087,56.52173913
641,201060,SP_Tim,CSCI,Threshold25,0.79,43.47826087,56.52173913
642,201060,SP_Tim,CSCI,Threshold25,0.92,43.47826087,56.52173913
644,201060,SP_Tim,CSCI,Threshold50,0.79,43.47826087,56.52173913
1559,401080,SP_Tim,CSCI,Threshold25,0.79,43.47826087,56.52173913
1560,401080,SP_Tim,CSCI,Threshold25,0.92,43.47826087,56.52173913
1561,401080,SP_Tim,CSCI,Threshold50,0.63,43.47826087,56.52173913
1562,401080,SP_Tim,CSCI,Threshold50,0.79,43.47826087,56.52173913
1563,401080,SP_Tim,CSCI,Threshold50,0.92,43.47826087,56.52173913
1564,401080,SP_Tim,CSCI,Threshold75,0.63,43.47826087,56.52173913
1565,401080,SP_Tim,CSCI,Threshold75,0.79,43.47826087,56.52173913
2592,403011,SP_Tim,CSCI,Threshold75,0.92,43.47826087,56.52173913
2329,402050,DS_Dur_WS,ASCI,Threshold75,0.75,42.85714286,57.14285714
2338,402050,DS_Dur_WS,CSCI,Threshold75,0.63,42.85714286,57.14285714
2435,402060,DS_Dur_WS,ASCI,Threshold50,0.86,42.85714286,57.14285714
2442,402060,DS_Dur_WS,CSCI,Threshold25,0.92,42.85714286,57.14285714
2446,402060,DS_Dur_WS,CSCI,Threshold75,0.63,42.85714286,57.14285714
2601,403020,DS_Dur_WS,ASCI,Threshold75,0.94,42.85714286,57.14285714
1904,402020,DS_Dur_WS,CSCI,Threshold50,0.79,42.10526316,57.89473684
1906,402020,DS_Dur_WS,CSCI,Threshold75,0.63,42.10526316,57.89473684
1958,402021,DS_Dur_WS,CSCI,Threshold50,0.79,42.10526316,57.89473684
1960,402021,DS_Dur_WS,CSCI,Threshold75,0.63,42.10526316,57.89473684
273,201020,DS_Dur_WS,ASCI,Threshold25,0.94,41.66666667,58.33333333
284,201020,DS_Dur_WS,CSCI,Threshold50,0.79,41.66666667,58.33333333
364,201030,SP_Dur,ASCI,Threshold50,0.75,41.66666667,58.33333333
440,201040,DS_Dur_WS,ASCI,Threshold75,0.86,41.66666667,58.33333333
447,201040,DS_Dur_WS,CSCI,Threshold50,0.92,41.66666667,58.33333333
493,201041,DS_Dur_WS,ASCI,Threshold75,0.75,41.66666667,58.33333333
494,201041,DS_Dur_WS,ASCI,Threshold75,0.86,41.66666667,58.33333333
813,201080,DS_Dur_WS,ASCI,Threshold25,0.94,41.66666667,58.33333333
821,201080,DS_Dur_WS,CSCI,Threshold25,0.79,41.66666667,58.33333333
826,201080,DS_Dur_WS,CSCI,Threshold75,0.63,41.66666667,58.33333333
980,201100,DS_Dur_WS,ASCI,Threshold75,0.86,41.66666667,58.33333333
