,site,Hydro_Metric,Biol,Threshold,Bio_threshold,Altered,Unaltered
1064,203010,SP_Dur,ASCI,Threshold25,0.86,41.66666667,58.33333333
1073,203010,SP_Tim,CSCI,Threshold25,0.79,41.66666667,58.33333333
2417,402051,SP_Dur,ASCI,Threshold50,0.86,41.66666667,58.33333333
2424,402051,SP_Tim,CSCI,Threshold25,0.92,41.66666667,58.33333333
2426,402051,SP_Tim,CSCI,Threshold50,0.79,41.66666667,58.33333333
2427,402051,SP_Tim,CSCI,Threshold50,0.92,41.66666667,58.33333333
2428,402051,SP_Tim,CSCI,Threshold75,0.63,41.66666667,58.33333333
2429,402051,SP_Tim,CSCI,Threshold75,0.79,41.66666667,58.33333333
2430,402051,SP_Tim,CSCI,Threshold75,0.92,41.66666667,58.33333333
2794,405010,SP_Dur,ASCI,Threshold50,0.75,41.66666667,58.33333333
2848,405020,SP_Dur,ASCI,Threshold50,0.75,41.66666667,58.33333333
2849,405020,SP_Dur,ASCI,Threshold50,0.86,41.66666667,58.33333333
742,201062,SP_Dur,ASCI,Threshold50,0.75,40.90909091,59.09090909
749,201062,SP_Tim,CSCI,Threshold25,0.79,40.90909091,59.09090909
750,201062,SP_Tim,CSCI,Threshold25,0.92,40.90909091,59.09090909
1740,401120,DS_Dur_WS,CSCI,Threshold25,0.92,40.90909091,59.09090909
1745,401120,DS_Dur_WS,CSCI,Threshold75,0.79,40.90909091,59.09090909
2226,402040,DS_Dur_WS,CSCI,Threshold25,0.92,40.90909091,59.09090909
3,101010,DS_Dur_WS,ASCI,Threshold25,0.94,40,60
7,101010,DS_Dur_WS,ASCI,Threshold75,0.75,40,60
8,101010,DS_Dur_WS,ASCI,Threshold75,0.86,40,60
14,101010,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
27,101010,Q99,ASCI,Threshold75,0.94,40,60
230,201010,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
248,201010,Q99,CSCI,Threshold50,0.79,40,60
263,201010,SP_Tim,CSCI,Threshold25,0.79,40,60
264,201010,SP_Tim,CSCI,Threshold25,0.92,40,60
265,201010,SP_Tim,CSCI,Threshold50,0.63,40,60
266,201010,SP_Tim,CSCI,Threshold50,0.79,40,60
268,201010,SP_Tim,CSCI,Threshold75,0.63,40,60
302,201020,Q99,CSCI,Threshold50,0.79,40,60
317,201020,SP_Tim,CSCI,Threshold25,0.79,40,60
318,201020,SP_Tim,CSCI,Threshold25,0.92,40,60
319,201020,SP_Tim,CSCI,Threshold50,0.63,40,60
320,201020,SP_Tim,CSCI,Threshold50,0.79,40,60
322,201020,SP_Tim,CSCI,Threshold75,0.63,40,60
327,201030,DS_Dur_WS,ASCI,Threshold25,0.94,40,60
338,201030,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
458,201040,Q99,ASCI,Threshold75,0.86,40,60
480,201040,SP_Tim,CSCI,Threshold25,0.92,40,60
482,201040,SP_Tim,CSCI,Threshold50,0.79,40,60
483,201040,SP_Tim,CSCI,Threshold50,0.92,40,60
484,201040,SP_Tim,CSCI,Threshold75,0.63,40,60
526,201041,SP_Dur,ASCI,Threshold50,0.75,40,60
534,201041,SP_Tim,CSCI,Threshold25,0.92,40,60
536,201041,SP_Tim,CSCI,Threshold50,0.79,40,60
672,201061,Q99,ASCI,Threshold50,0.94,40,60
770,201070,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
788,201070,Q99,CSCI,Threshold50,0.79,40,60
796,201070,SP_Dur,ASCI,Threshold50,0.75,40,60
803,201070,SP_Tim,CSCI,Threshold25,0.79,40,60
804,201070,SP_Tim,CSCI,Threshold25,0.92,40,60
805,201070,SP_Tim,CSCI,Threshold50,0.63,40,60
806,201070,SP_Tim,CSCI,Threshold50,0.79,40,60
808,201070,SP_Tim,CSCI,Threshold75,0.63,40,60
842,201080,Q99,CSCI,Threshold50,0.79,40,60
850,201080,SP_Dur,ASCI,Threshold50,0.75,40,60
857,201080,SP_Tim,CSCI,Threshold25,0.79,40,60
858,201080,SP_Tim,CSCI,Threshold25,0.92,40,60
859,201080,SP_Tim,CSCI,Threshold50,0.63,40,60
860,201080,SP_Tim,CSCI,Threshold50,0.79,40,60
862,201080,SP_Tim,CSCI,Threshold75,0.63,40,60
871,201090,DS_Dur_WS,ASCI,Threshold75,0.75,40,60
878,201090,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
998,201100,Q99,ASCI,Threshold75,0.86,40,60
1020,201100,SP_Tim,CSCI,Threshold25,0.92,40,60
1022,201100,SP_Tim,CSCI,Threshold50,0.79,40,60
1023,201100,SP_Tim,CSCI,Threshold50,0.92,40,60
1024,201100,SP_Tim,CSCI,Threshold75,0.63,40,60
1050,203010,Q99,ASCI,Threshold50,0.94,40,60
1101,204010,Q99,ASCI,Threshold25,0.94,40,60
1164,205010,Q99,CSCI,Threshold25,0.92,40,60
1215,207010,Q99,ASCI,Threshold75,0.94,40,60
1227,207010,SP_Dur,ASCI,Threshold25,0.94,40,60
1228,207010,SP_Dur,ASCI,Threshold50,0.75,40,60
1241,207010,SP_Tim,CSCI,Threshold75,0.79,40,60
1242,207010,SP_Tim,CSCI,Threshold75,0.92,40,60
1791,401121,DS_Dur_WS,ASCI,Threshold75,0.94,40,60
1794,401121,DS_Dur_WS,CSCI,Threshold25,0.92,40,60
1797,401121,DS_Dur_WS,CSCI,Threshold50,0.92,40,60
1990,402021,SP_Tim,CSCI,Threshold25,0.63,40,60
2044,402022,SP_Tim,CSCI,Threshold25,0.63,40,60
2089,402023,SP_Dur,ASCI,Threshold25,0.75,40,60
2130,402030,Q99,ASCI,Threshold50,0.94,40,60
2346,402050,Q99,ASCI,Threshold50,0.94,40,60
2400,402051,Q99,ASCI,Threshold50,0.94,40,60
2457,402060,Q99,ASCI,Threshold75,0.94,40,60
2541,403011,DS_Dur_WS,ASCI,Threshold25,0.94,40,60
2554,403011,DS_Dur_WS,CSCI,Threshold75,0.63,40,60
2751,404010,SP_Tim,CSCI,Threshold50,0.92,40,60
2753,404010,SP_Tim,CSCI,Threshold75,0.79,40,60
2754,404010,SP_Tim,CSCI,Threshold75,0.92,40,60
2832,405020,Q99,ASCI,Threshold50,0.94,40,60
2865,501010,DS_Dur_WS,ASCI,Threshold25,0.94,40,60
2867,501010,DS_Dur_WS,ASCI,Threshold50,0.86,40,60
2868,501010,DS_Dur_WS,ASCI,Threshold50,0.94,40,60
2873,501010,DS_Dur_WS,CSCI,Threshold25,0.79,40,60
2874,501010,DS_Dur_WS,CSCI,Threshold25,0.92,40,60
2876,501010,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
3062,502010,SP_Dur,ASCI,Threshold25,0.86,40,60
3063,502010,SP_Dur,ASCI,Threshold25,0.94,40,60
3064,502010,SP_Dur,ASCI,Threshold50,0.75,40,60
3081,502011,DS_Dur_WS,ASCI,Threshold25,0.94,40,60
3084,502011,DS_Dur_WS,ASCI,Threshold50,0.94,40,60
3085,502011,DS_Dur_WS,ASCI,Threshold75,0.75,40,60
3086,502011,DS_Dur_WS,ASCI,Threshold75,0.86,40,60
3092,502011,DS_Dur_WS,CSCI,Threshold50,0.79,40,60
3102,502011,Q99,ASCI,Threshold50,0.94,40,60
3159,502020,Q99,ASCI,Threshold75,0.94,40,60
3222,502030,Q99,CSCI,Threshold75,0.92,40,60
2585,403011,SP_Tim,CSCI,Threshold25,0.79,39.13043478,60.86956522
2586,403011,SP_Tim,CSCI,Threshold25,0.92,39.13043478,60.86956522
2587,403011,SP_Tim,CSCI,Threshold50,0.63,39.13043478,60.86956522
2588,403011,SP_Tim,CSCI,Threshold50,0.79,39.13043478,60.86956522
2589,403011,SP_Tim,CSCI,Threshold50,0.92,39.13043478,60.86956522
2590,403011,SP_Tim,CSCI,Threshold75,0.63,39.13043478,60.86956522
2591,403011,SP_Tim,CSCI,Threshold75,0.79,39.13043478,60.86956522
2655,403030,DS_Dur_WS,ASCI,Threshold75,0.94,39.13043478,60.86956522
2663,403030,DS_Dur_WS,CSCI,Threshold75,0.79,39.13043478,60.86956522
608,201060,DS_Dur_WS,CSCI,Threshold50,0.79,38.88888889,61.11111111
708,201062,DS_Dur_WS,ASCI,Threshold50,0.94,38.88888889,61.11111111
709,201062,DS_Dur_WS,ASCI,Threshold75,0.75,38.88888889,61.11111111
1681,401110,DS_Dur_WS,ASCI,Threshold75,0.75,38.88888889,61.11111111
1686,401110,DS_Dur_WS,CSCI,Threshold25,0.92,38.88888889,61.11111111
2122,402030,DS_Dur_WS,CSCI,Threshold75,0.63,38.88888889,61.11111111
1515,401080,DS_Dur_WS,ASCI,Threshold25,0.94,38.46153846,61.53846154
2361,402050,SP_Dur,ASCI,Threshold25,0.94,38.46153846,61.53846154
2362,402050,SP_Dur,ASCI,Threshold50,0.75,38.46153846,61.53846154
2369,402050,SP_Tim,CSCI,Threshold25,0.79,38.46153846,61.53846154
2371,402050,SP_Tim,CSCI,Threshold50,0.63,38.46153846,61.53846154
2167,402031,DS_Dur_WS,ASCI,Threshold75,0.75,38.0952381,61.9047619
2174,402031,DS_Dur_WS,CSCI,Threshold50,0.79,38.0952381,61.9047619
2283,402041,DS_Dur_WS,CSCI,Threshold50,0.92,38.0952381,61.9047619
2607,403020,DS_Dur_WS,CSCI,Threshold50,0.92,38.0952381,61.9047619
2609,403020,DS_Dur_WS,CSCI,Threshold75,0.79,38.0952381,61.9047619
57,101011,DS_Dur_WS,ASCI,Threshold25,0.94,37.5,62.5
68,101011,DS_Dur_WS,CSCI,Threshold50,0.79,37.5,62.5
94,101011,SP_Dur,ASCI,Threshold50,0.75,37.5,62.5
148,101012,SP_Dur,ASCI,Threshold50,0.75,37.5,62.5
1389,301020,SP_Dur,ASCI,Threshold25,0.94,37.5,62.5
1390,301020,SP_Dur,ASCI,Threshold50,0.75,37.5,62.5
1391,301020,SP_Dur,ASCI,Threshold50,0.86,37.5,62.5
1447,301030,SP_Dur,ASCI,Threshold75,0.75,37.5,62.5
1502,401070,SP_Dur,ASCI,Threshold75,0.86,37.5,62.5
1503,401070,SP_Dur,ASCI,Threshold75,0.94,37.5,62.5
2001,402022,DS_Dur_WS,ASCI,Threshold25,0.94,37.5,62.5
2003,402022,DS_Dur_WS,ASCI,Threshold50,0.86,37.5,62.5
2057,402023,DS_Dur_WS,ASCI,Threshold50,0.86,37.5,62.5
2068,402023,DS_Dur_WS,CSCI,Threshold75,0.63,37.5,62.5
2521,403010,SP_Dur,ASCI,Threshold25,0.75,37.5,62.5
2522,403010,SP_Dur,ASCI,Threshold25,0.86,37.5,62.5
2523,403010,SP_Dur,ASCI,Threshold25,0.94,37.5,62.5
2524,403010,SP_Dur,ASCI,Threshold50,0.75,37.5,62.5
2525,403010,SP_Dur,ASCI,Threshold50,0.86,37.5,62.5
2526,403010,SP_Dur,ASCI,Threshold50,0.94,37.5,62.5
2527,403010,SP_Dur,ASCI,Threshold75,0.75,37.5,62.5
2705,404010,DS_Dur_WS,ASCI,Threshold50,0.86,37.5,62.5
1893,402020,DS_Dur_WS,ASCI,Threshold25,0.94,36.84210526,63.15789474
1895,402020,DS_Dur_WS,ASCI,Threshold50,0.86,36.84210526,63.15789474
1947,402021,DS_Dur_WS,ASCI,Threshold25,0.94,36.84210526,63.15789474
1949,402021,DS_Dur_WS,ASCI,Threshold50,0.86,36.84210526,63.15789474
541,201050,DS_Dur_WS,ASCI,Threshold25,0.75,36.36363636,63.63636364
542,201050,DS_Dur_WS,ASCI,Threshold25,0.86,36.36363636,63.63636364
544,201050,DS_Dur_WS,ASCI,Threshold50,0.75,36.36363636,63.63636364
556,201050,DS_Dur_WS,CSCI,Threshold75,0.63,36.36363636,63.63636364
741,201062,SP_Dur,ASCI,Threshold25,0.94,36.36363636,63.63636364
1572,401100,DS_Dur_WS,ASCI,Threshold50,0.94,36.36363636,63.63636364
1578,401100,DS_Dur_WS,CSCI,Threshold25,0.92,36.36363636,63.63636364
1580,401100,DS_Dur_WS,CSCI,Threshold50,0.79,36.36363636,63.63636364
1734,401120,DS_Dur_WS,ASCI,Threshold50,0.94,36.36363636,63.63636364
1735,401120,DS_Dur_WS,ASCI,Threshold75,0.75,36.36363636,63.63636364
1736,401120,DS_Dur_WS,ASCI,Threshold75,0.86,36.36363636,63.63636364
2221,402040,DS_Dur_WS,ASCI,Threshold75,0.75,36.36363636,63.63636364
2469,402060,SP_Dur,ASCI,Threshold25,0.94,36.36363636,63.63636364
2470,402060,SP_Dur,ASCI,Threshold50,0.75,36.36363636,63.63636364
3117,502011,SP_Dur,ASCI,Threshold25,0.94,36.36363636,63.63636364
30,101010,Q99,CSCI,Threshold25,0.92,36,64
81,101011,Q99,ASCI,Threshold75,0.94,36,64
87,101011,Q99,CSCI,Threshold50,0.92,36,64
198,101020,Q99,CSCI,Threshold75,0.92,36,64
471,201040,SP_Dur,ASCI,Threshold25,0.94,36,64
479,201040,SP_Tim,CSCI,Threshold25,0.79,36,64
481,201040,SP_Tim,CSCI,Threshold50,0.63,36,64
525,201041,SP_Dur,ASCI,Threshold25,0.94,36,64
533,201041,SP_Tim,CSCI,Threshold25,0.79,36,64
564,201050,Q99,ASCI,Threshold50,0.94,36,64
629,201060,Q99,CSCI,Threshold75,0.79,36,64
723,201062,Q99,ASCI,Threshold25,0.94,36,64
795,201070,SP_Dur,ASCI,Threshold25,0.94,36,64
1011,201100,SP_Dur,ASCI,Threshold25,0.94,36,64
1019,201100,SP_Tim,CSCI,Threshold25,0.79,36,64
1021,201100,SP_Tim,CSCI,Threshold50,0.63,36,64
1117,204010,SP_Dur,ASCI,Threshold25,0.75,36,64
1431,301030,Q99,ASCI,Threshold75,0.94,36,64
1536,401080,Q99,ASCI,Threshold50,0.94,36,64
1617,401100,SP_Tim,CSCI,Threshold50,0.92,36,64
1619,401100,SP_Tim,CSCI,Threshold75,0.79,36,64
1620,401100,SP_Tim,CSCI,Threshold75,0.92,36,64
1707,401110,Q99,CSCI,Threshold50,0.92,36,64
1773,401120,SP_Dur,ASCI,Threshold75,0.94,36,64
1936,402020,SP_Tim,CSCI,Threshold25,0.63,36,64
2319,402041,SP_Tim,CSCI,Threshold50,0.92,36,64
2321,402041,SP_Tim,CSCI,Threshold75,0.79,36,64
2322,402041,SP_Tim,CSCI,Threshold75,0.92,36,64
2562,403011,Q99,ASCI,Threshold50,0.94,36,64
2689,403030,SP_Dur,ASCI,Threshold75,0.75,36,64
1788,401121,DS_Dur_WS,ASCI,Threshold50,0.94,35,65
1799,401121,DS_Dur_WS,CSCI,Threshold75,0.79,35,65
593,201050,SP_Tim,CSCI,Threshold75,0.79,34.7826087,65.2173913
594,201050,SP_Tim,CSCI,Threshold75,0.92,34.7826087,65.2173913
2654,403030,DS_Dur_WS,ASCI,Threshold75,0.86,34.7826087,65.2173913
2661,403030,DS_Dur_WS,CSCI,Threshold50,0.92,34.7826087,65.2173913
115,101012,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
199,101020,SP_Dur,ASCI,Threshold25,0.75,33.33333333,66.66666667
211,101020,SP_Tim,CSCI,Threshold50,0.63,33.33333333,66.66666667
362,201030,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
363,201030,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
425,201031,SP_Tim,CSCI,Threshold25,0.79,33.33333333,66.66666667
427,201031,SP_Tim,CSCI,Threshold50,0.63,33.33333333,66.66666667
430,201031,SP_Tim,CSCI,Threshold75,0.63,33.33333333,66.66666667
438,201040,DS_Dur_WS,ASCI,Threshold50,0.94,33.33333333,66.66666667
439,201040,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
444,201040,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
502,201041,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
610,201060,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
685,201061,SP_Dur,ASCI,Threshold25,0.75,33.33333333,66.66666667
699,201061,SP_Tim,CSCI,Threshold50,0.92,33.33333333,66.66666667
701,201061,SP_Tim,CSCI,Threshold75,0.79,33.33333333,66.66666667
702,201061,SP_Tim,CSCI,Threshold75,0.92,33.33333333,66.66666667
714,201062,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
716,201062,DS_Dur_WS,CSCI,Threshold50,0.79,33.33333333,66.66666667
902,201090,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
903,201090,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
904,201090,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
965,201091,SP_Tim,CSCI,Threshold25,0.79,33.33333333,66.66666667
967,201091,SP_Tim,CSCI,Threshold50,0.63,33.33333333,66.66666667
970,201091,SP_Tim,CSCI,Threshold75,0.63,33.33333333,66.66666667
979,201100,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
988,201100,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1075,203010,SP_Tim,CSCI,Threshold50,0.63,33.33333333,66.66666667
1084,204010,DS_Dur_WS,ASCI,Threshold50,0.75,33.33333333,66.66666667
1085,204010,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
1091,204010,DS_Dur_WS,CSCI,Threshold25,0.79,33.33333333,66.66666667
1096,204010,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1190,207010,DS_Dur_WS,ASCI,Threshold25,0.86,33.33333333,66.66666667
1192,207010,DS_Dur_WS,ASCI,Threshold50,0.75,33.33333333,66.66666667
1204,207010,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1279,301010,SP_Dur,ASCI,Threshold25,0.75,33.33333333,66.66666667
1289,301010,SP_Tim,CSCI,Threshold25,0.79,33.33333333,66.66666667
1290,301010,SP_Tim,CSCI,Threshold25,0.92,33.33333333,66.66666667
1292,301010,SP_Tim,CSCI,Threshold50,0.79,33.33333333,66.66666667
1293,301010,SP_Tim,CSCI,Threshold50,0.92,33.33333333,66.66666667
1294,301010,SP_Tim,CSCI,Threshold75,0.63,33.33333333,66.66666667
1295,301010,SP_Tim,CSCI,Threshold75,0.79,33.33333333,66.66666667
1296,301010,SP_Tim,CSCI,Threshold75,0.92,33.33333333,66.66666667
1357,301020,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
1358,301020,DS_Dur_WS,ASCI,Threshold75,0.86,33.33333333,66.66666667
1362,301020,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
1366,301020,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1367,301020,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
1411,301030,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
1412,301030,DS_Dur_WS,ASCI,Threshold75,0.86,33.33333333,66.66666667
1413,301030,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
1419,301030,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
1420,301030,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1421,301030,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
1422,301030,DS_Dur_WS,CSCI,Threshold75,0.92,33.33333333,66.66666667
1465,401070,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
1466,401070,DS_Dur_WS,ASCI,Threshold75,0.86,33.33333333,66.66666667
1470,401070,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
1472,401070,DS_Dur_WS,CSCI,Threshold50,0.79,33.33333333,66.66666667
1474,401070,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
1475,401070,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
2109,402030,DS_Dur_WS,ASCI,Threshold25,0.94,33.33333333,66.66666667
2111,402030,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
2163,402031,DS_Dur_WS,ASCI,Threshold25,0.94,33.33333333,66.66666667
2165,402031,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
2176,402031,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
2251,402040,SP_Dur,ASCI,Threshold25,0.75,33.33333333,66.66666667
2277,402041,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
2280,402041,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
2423,402051,SP_Tim,CSCI,Threshold25,0.79,33.33333333,66.66666667
2425,402051,SP_Tim,CSCI,Threshold50,0.63,33.33333333,66.66666667
2486,403010,DS_Dur_WS,ASCI,Threshold25,0.86,33.33333333,66.66666667
2487,403010,DS_Dur_WS,ASCI,Threshold25,0.94,33.33333333,66.66666667
2488,403010,DS_Dur_WS,ASCI,Threshold50,0.75,33.33333333,66.66666667
2489,403010,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
2495,403010,DS_Dur_WS,CSCI,Threshold25,0.79,33.33333333,66.66666667
2600,403020,DS_Dur_WS,ASCI,Threshold75,0.86,33.33333333,66.66666667
2737,404010,SP_Dur,ASCI,Threshold25,0.75,33.33333333,66.66666667
2793,405010,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
2812,405020,DS_Dur_WS,ASCI,Threshold50,0.75,33.33333333,66.66666667
2820,405020,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
2821,405020,DS_Dur_WS,CSCI,Threshold50,0.63,33.33333333,66.66666667
2847,405020,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
2900,501010,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
2901,501010,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
2902,501010,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
2954,501011,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
2963,501011,SP_Tim,CSCI,Threshold25,0.79,33.33333333,66.66666667
2964,501011,SP_Tim,CSCI,Threshold25,0.92,33.33333333,66.66666667
2966,501011,SP_Tim,CSCI,Threshold50,0.79,33.33333333,66.66666667
2967,501011,SP_Tim,CSCI,Threshold50,0.92,33.33333333,66.66666667
2968,501011,SP_Tim,CSCI,Threshold75,0.63,33.33333333,66.66666667
2969,501011,SP_Tim,CSCI,Threshold75,0.79,33.33333333,66.66666667
2970,501011,SP_Tim,CSCI,Threshold75,0.92,33.33333333,66.66666667
3170,502020,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
3171,502020,SP_Dur,ASCI,Threshold25,0.94,33.33333333,66.66666667
3172,502020,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
141,101012,Q99,CSCI,Threshold50,0.92,32,68
254,201010,SP_Dur,ASCI,Threshold25,0.86,32,68
308,201020,SP_Dur,ASCI,Threshold25,0.86,32,68
351,201030,Q99,ASCI,Threshold75,0.94,32,68
357,201030,Q99,CSCI,Threshold50,0.92,32,68
470,201040,SP_Dur,ASCI,Threshold25,0.86,32,68
512,201041,Q99,ASCI,Threshold75,0.86,32,68
524,201041,SP_Dur,ASCI,Threshold25,0.86,32,68
535,201041,SP_Tim,CSCI,Threshold50,0.63,32,68
849,201080,SP_Dur,ASCI,Threshold25,0.94,32,68
891,201090,Q99,ASCI,Threshold75,0.94,32,68
897,201090,Q99,CSCI,Threshold50,0.92,32,68
1010,201100,SP_Dur,ASCI,Threshold25,0.86,32,68
1380,301020,Q99,CSCI,Threshold25,0.92,32,68
1593,401100,Q99,ASCI,Threshold75,0.94,32,68
1613,401100,SP_Tim,CSCI,Threshold25,0.79,32,68
1614,401100,SP_Tim,CSCI,Threshold25,0.92,32,68
1615,401100,SP_Tim,CSCI,Threshold50,0.63,32,68
1616,401100,SP_Tim,CSCI,Threshold50,0.79,32,68
1618,401100,SP_Tim,CSCI,Threshold75,0.63,32,68
1701,401110,Q99,ASCI,Threshold75,0.94,32,68
1833,401121,SP_Tim,CSCI,Threshold50,0.92,32,68
1835,401121,SP_Tim,CSCI,Threshold75,0.79,32,68
1836,401121,SP_Tim,CSCI,Threshold75,0.92,32,68
1863,402010,Q99,ASCI,Threshold75,0.94,32,68
1876,402010,SP_Dur,ASCI,Threshold50,0.75,32,68
1884,402010,SP_Tim,CSCI,Threshold25,0.92,32,68
1886,402010,SP_Tim,CSCI,Threshold50,0.79,32,68
1888,402010,SP_Tim,CSCI,Threshold75,0.63,32,68
1925,402020,Q99,CSCI,Threshold75,0.79,32,68
1979,402021,Q99,CSCI,Threshold75,0.79,32,68
2184,402031,Q99,ASCI,Threshold50,0.94,32,68
2316,402041,SP_Tim,CSCI,Threshold25,0.92,32,68
2318,402041,SP_Tim,CSCI,Threshold50,0.79,32,68
2460,402060,Q99,CSCI,Threshold25,0.92,32,68
2633,403020,SP_Dur,ASCI,Threshold50,0.86,32,68
2670,403030,Q99,ASCI,Threshold50,0.94,32,68
2688,403030,SP_Dur,ASCI,Threshold50,0.94,32,68
3000,501020,Q99,CSCI,Threshold25,0.92,32,68
740,201062,SP_Dur,ASCI,Threshold25,0.86,31.81818182,68.18181818
751,201062,SP_Tim,CSCI,Threshold50,0.63,31.81818182,68.18181818
1742,401120,DS_Dur_WS,CSCI,Threshold50,0.79,31.81818182,68.18181818
2220,402040,DS_Dur_WS,ASCI,Threshold50,0.94,31.81818182,68.18181818
1827,401121,SP_Dur,ASCI,Threshold75,0.94,31.57894737,68.42105263
1901,402020,DS_Dur_WS,CSCI,Threshold25,0.79,31.57894737,68.42105263
1955,402021,DS_Dur_WS,CSCI,Threshold25,0.79,31.57894737,68.42105263
93,101011,SP_Dur,ASCI,Threshold25,0.94,31.25,68.75
106,101011,SP_Tim,CSCI,Threshold75,0.63,31.25,68.75
107,101011,SP_Tim,CSCI,Threshold75,0.79,31.25,68.75
108,101011,SP_Tim,CSCI,Threshold75,0.92,31.25,68.75
147,101012,SP_Dur,ASCI,Threshold25,0.94,31.25,68.75
156,101012,SP_Tim,CSCI,Threshold25,0.92,31.25,68.75
158,101012,SP_Tim,CSCI,Threshold50,0.79,31.25,68.75
159,101012,SP_Tim,CSCI,Threshold50,0.92,31.25,68.75
160,101012,SP_Tim,CSCI,Threshold75,0.63,31.25,68.75
161,101012,SP_Tim,CSCI,Threshold75,0.79,31.25,68.75
162,101012,SP_Tim,CSCI,Threshold75,0.92,31.25,68.75
2009,402022,DS_Dur_WS,CSCI,Threshold25,0.79,31.25,68.75
2063,402023,DS_Dur_WS,CSCI,Threshold25,0.79,31.25,68.75
1528,401080,DS_Dur_WS,CSCI,Threshold75,0.63,30.76923077,69.23076923
2359,402050,SP_Dur,ASCI,Threshold25,0.75,30.76923077,69.23076923
2360,402050,SP_Dur,ASCI,Threshold25,0.86,30.76923077,69.23076923
591,201050,SP_Tim,CSCI,Threshold50,0.92,30.43478261,69.56521739
632,201060,SP_Dur,ASCI,Threshold25,0.86,30.43478261,69.56521739
633,201060,SP_Dur,ASCI,Threshold25,0.94,30.43478261,69.56521739
643,201060,SP_Tim,CSCI,Threshold50,0.63,30.43478261,69.56521739
1549,401080,SP_Dur,ASCI,Threshold25,0.75,30.43478261,69.56521739
1558,401080,SP_Tim,CSCI,Threshold25,0.63,30.43478261,69.56521739
2575,403011,SP_Dur,ASCI,Threshold25,0.75,30.43478261,69.56521739
2653,403030,DS_Dur_WS,ASCI,Threshold75,0.75,30.43478261,69.56521739
5,101010,DS_Dur_WS,ASCI,Threshold50,0.86,30,70
11,101010,DS_Dur_WS,CSCI,Threshold25,0.79,30,70
232,201010,DS_Dur_WS,CSCI,Threshold75,0.63,30,70
